                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                  1.115,                0.97018,                 1.0065,                0.87928,                0.62103,                0.67526,                0.42666,                 1.1111,                0.85175,                0.98878,             0.00082201,             0.00082201,             0.00082201
                     32,                 1.1538,                0.98943,                 1.0112,                0.67948,                 0.7247,                0.70759,                0.44539,                 1.0537,                0.83928,                0.99455,             0.00081901,             0.00081901,             0.00081901
                     33,                 1.1262,                0.96059,                 1.0142,                0.93093,                0.65508,                0.79219,                0.53097,                  1.049,                0.80225,                0.96615,             0.00081601,             0.00081601,             0.00081601
                     34,                 1.0779,                0.91066,                0.99708,                0.88771,                0.65756,                0.73771,                 0.4841,                 1.0433,                0.78634,                0.96355,             0.00081301,             0.00081301,             0.00081301
                     35,                  1.076,                0.88186,                0.98658,                0.89713,                0.64715,                0.72852,                0.48716,                0.99764,                0.76476,                0.96459,             0.00081001,             0.00081001,             0.00081001
                     36,                 1.1116,                 0.9126,                 1.0076,                0.72375,                0.73496,                0.72738,                0.44789,                 1.1592,                0.82934,                 1.0206,             0.00080701,             0.00080701,             0.00080701
                     37,                 1.1037,                0.90947,                 1.0049,                0.73237,                0.72346,                0.74332,                0.51405,                  1.055,                0.75581,                0.98394,             0.00080401,             0.00080401,             0.00080401
                     38,                 1.0907,                0.90912,                0.99121,                0.92791,                0.60739,                0.79732,                0.54172,                 1.0283,                0.76001,                0.96407,             0.00080101,             0.00080101,             0.00080101
                     39,                 1.0981,                0.91177,                 1.0098,                0.83051,                0.67967,                0.78673,                0.53982,                0.94814,                0.72593,                0.95098,             0.00079801,             0.00079801,             0.00079801
                     40,                 1.0569,                0.89261,                0.99359,                 0.9373,                0.64636,                0.74153,                0.49096,                  1.018,                0.78457,                0.96049,             0.00079501,             0.00079501,             0.00079501
                     41,                 1.0524,                0.85111,                0.98896,                 0.8926,                0.65896,                0.82688,                0.54149,                0.97436,                0.73314,                0.94736,             0.00079201,             0.00079201,             0.00079201
                     42,                 1.0366,                0.87167,                0.97198,                0.85557,                 0.6287,                0.76493,                0.50686,                0.96648,                0.75772,                 0.9536,             0.00078901,             0.00078901,             0.00078901
                     43,                 1.0482,                0.87623,                0.98345,                0.71963,                0.75267,                0.79554,                0.52658,                0.94243,                0.73784,                 0.9407,             0.00078601,             0.00078601,             0.00078601
                     44,                 1.0288,                0.82465,                0.98777,                0.80158,                0.74788,                0.76434,                0.52578,                0.99556,                0.72732,                0.95474,             0.00078301,             0.00078301,             0.00078301
                     45,                 1.0373,                0.82427,                0.97757,                0.76709,                0.74945,                0.78605,                0.52424,                 1.0234,                0.78424,                0.96212,             0.00078001,             0.00078001,             0.00078001
                     46,                 1.0685,                0.84324,                0.98026,                0.92177,                0.65264,                0.73421,                0.48948,                0.97759,                0.73753,                0.95066,             0.00077701,             0.00077701,             0.00077701
                     47,                0.99986,                0.83143,                0.96536,                0.67991,                0.80597,                0.81795,                0.52086,                0.96556,                0.68506,                0.94391,             0.00077401,             0.00077401,             0.00077401
                     48,                 1.0864,                0.88742,                0.99874,                0.79154,                0.77234,                0.79804,                 0.5339,                0.96454,                0.71545,                0.93675,             0.00077101,             0.00077101,             0.00077101
                     49,                 1.0387,                0.82606,                0.97738,                0.70106,                0.87802,                0.79633,                0.51782,                0.99896,                0.78545,                  0.972,             0.00076801,             0.00076801,             0.00076801
                     50,                 1.0388,                0.82754,                0.97809,                0.89484,                0.66537,                0.80366,                0.53394,                 1.0149,                0.71385,                0.94321,             0.00076501,             0.00076501,             0.00076501
                     51,                  1.012,                0.78474,                0.97738,                0.78136,                0.75173,                0.81357,                0.52951,                0.95913,                0.67467,                0.94851,             0.00076201,             0.00076201,             0.00076201
                     52,                 1.0105,                0.81663,                0.97245,                0.93726,                0.69271,                0.75225,                0.51384,                0.97643,                0.66732,                0.94733,             0.00075902,             0.00075902,             0.00075902
                     53,                0.99985,                0.78981,                0.96355,                0.93592,                0.66943,                0.74519,                0.51233,                0.93463,                0.70824,                0.94112,             0.00075602,             0.00075602,             0.00075602
                     54,                0.98484,                0.76936,                0.96594,                0.66702,                0.91212,                0.79666,                0.54982,                0.91234,                0.64815,                0.92672,             0.00075302,             0.00075302,             0.00075302
                     55,                0.98184,                0.75178,                0.95771,                0.63371,                0.79834,                0.83429,                0.57388,                0.91725,                0.62923,                0.92927,             0.00075002,             0.00075002,             0.00075002
                     56,                 1.0173,                0.75488,                0.95862,                0.93433,                0.68605,                0.76678,                0.51614,                 1.0073,                0.66451,                0.95412,             0.00074702,             0.00074702,             0.00074702
                     57,                0.99317,                0.76437,                0.96692,                0.59382,                0.90591,                0.78727,                0.54647,                0.93862,                0.64345,                0.93538,             0.00074402,             0.00074402,             0.00074402
                     58,                 1.0132,                0.77135,                0.96506,                 0.6223,                0.85879,                0.78097,                0.53691,                0.95937,                0.69524,                0.94232,             0.00074102,             0.00074102,             0.00074102
                     59,                0.99471,                0.74426,                0.95559,                0.92738,                0.67707,                0.77362,                0.52719,                0.96869,                0.66361,                0.93495,             0.00073802,             0.00073802,             0.00073802
                     60,                0.99824,                0.76501,                 0.9585,                0.78117,                 0.7313,                0.76206,                0.53319,                0.94987,                0.65938,                 0.9397,             0.00073502,             0.00073502,             0.00073502
                     61,                0.95369,                0.72853,                0.94545,                0.77235,                0.76152,                0.82144,                0.57225,                0.99818,                0.71509,                0.95122,             0.00073202,             0.00073202,             0.00073202
                     62,                0.96315,                0.74431,                 0.9585,                0.67719,                0.85983,                 0.8249,                0.59365,                0.91556,                0.66943,                0.93211,             0.00072902,             0.00072902,             0.00072902
                     63,                0.95448,                0.72663,                0.95159,                0.70981,                0.82802,                 0.8392,                0.61425,                0.90838,                 0.6491,                0.92683,             0.00072602,             0.00072602,             0.00072602
                     64,                0.94855,                0.73113,                0.94721,                0.70528,                0.83447,                0.81237,                0.57983,                0.86247,                0.61326,                0.90574,             0.00072302,             0.00072302,             0.00072302
                     65,                0.92878,                 0.7006,                0.94056,                0.94258,                0.67748,                0.82464,                0.57075,                0.92459,                0.62461,                0.92633,             0.00072002,             0.00072002,             0.00072002
                     66,                0.95369,                0.73908,                0.94628,                0.64638,                0.94075,                0.88616,                 0.6068,                0.95501,                0.60537,                 0.9408,             0.00071702,             0.00071702,             0.00071702
                     67,                 0.9777,                0.76049,                0.96186,                0.60993,                0.91207,                0.82233,                0.57681,                0.94076,                0.65959,                0.92783,             0.00071402,             0.00071402,             0.00071402
                     68,                0.95266,                0.70009,                0.94041,                0.64279,                0.86994,                0.80502,                0.58117,                0.91019,                0.62695,                0.92625,             0.00071102,             0.00071102,             0.00071102
                     69,                 0.9772,                0.70888,                0.95591,                0.79351,                0.80325,                 0.7888,                0.55027,                0.93106,                0.61761,                0.92934,             0.00070802,             0.00070802,             0.00070802
                     70,                0.95971,                0.72185,                0.95681,                 0.6022,                0.82249,                0.78939,                0.55944,                0.90338,                0.62939,                0.91983,             0.00070502,             0.00070502,             0.00070502
                     71,                0.92714,                 0.6938,                0.94762,                 0.6483,                 0.9235,                0.82114,                0.58044,                0.91591,                0.61677,                0.93148,             0.00070202,             0.00070202,             0.00070202
                     72,                0.90696,                0.68112,                0.94587,                0.69301,                0.80495,                0.79584,                0.57296,                0.91157,                0.62769,                0.92267,             0.00069902,             0.00069902,             0.00069902
                     73,                0.92826,                0.68055,                0.94343,                0.75544,                0.81044,                0.83697,                 0.5942,                 0.8716,                0.59346,                0.91228,             0.00069602,             0.00069602,             0.00069602
                     74,                0.97042,                0.73135,                0.94395,                0.87855,                 0.8362,                0.91771,                0.63616,                0.90915,                 0.5874,                0.91677,             0.00069302,             0.00069302,             0.00069302
                     75,                0.94185,                 0.6785,                0.93315,                 0.7193,                0.82088,                0.89406,                0.64158,                0.88801,                0.58868,                 0.9207,             0.00069002,             0.00069002,             0.00069002
                     76,                0.94713,                0.67514,                0.94201,                0.88705,                0.76105,                0.85194,                0.57148,                0.96461,                0.61102,                0.94945,             0.00068702,             0.00068702,             0.00068702
                     77,                0.90557,                0.68928,                0.93161,                0.65099,                0.92118,                0.87036,                0.62323,                0.91016,                0.61232,                 0.9198,             0.00068402,             0.00068402,             0.00068402
                     78,                0.90499,                0.68196,                0.93825,                0.83168,                0.75563,                0.79004,                 0.5599,                0.88849,                0.59363,                0.92361,             0.00068102,             0.00068102,             0.00068102
                     79,                0.90253,                 0.6745,                 0.9266,                 0.6436,                0.86763,                 0.8194,                 0.5767,                0.90525,                0.60188,                0.92285,             0.00067802,             0.00067802,             0.00067802
                     80,                0.91095,                0.67327,                0.94017,                0.78307,                0.76908,                0.86309,                0.58367,                0.98754,                0.60137,                0.94139,             0.00067502,             0.00067502,             0.00067502
                     81,                0.90745,                0.66266,                0.93445,                0.72487,                0.79499,                0.84647,                0.59617,                0.96082,                0.62249,                0.92468,             0.00067202,             0.00067202,             0.00067202
                     82,                0.93713,                0.69191,                0.95175,                0.72856,                0.84066,                0.89092,                0.62155,                0.94563,                 0.6104,                0.92463,             0.00066902,             0.00066902,             0.00066902
                     83,                0.92519,                0.67962,                0.92817,                0.65004,                0.90879,                0.80873,                 0.5459,                0.90061,                 0.5878,                0.92277,             0.00066602,             0.00066602,             0.00066602
                     84,                0.92218,                0.67513,                0.93071,                0.64075,                0.86323,                0.77267,                0.52301,                0.97011,                0.65367,                0.93234,             0.00066302,             0.00066302,             0.00066302
                     85,                0.93679,                0.68156,                0.93713,                0.69075,                0.92356,                0.80909,                 0.5697,                0.89084,                0.60822,                0.90667,             0.00066002,             0.00066002,             0.00066002
                     86,                 0.8968,                0.65398,                0.93273,                0.64918,                0.87088,                0.82289,                0.56763,                0.88655,                0.60598,                0.91338,             0.00065703,             0.00065703,             0.00065703
                     87,                0.92973,                0.67796,                0.93123,                0.88952,                0.75701,                0.81788,                0.55754,                0.88943,                0.58628,                0.91433,             0.00065403,             0.00065403,             0.00065403
                     88,                0.89699,                0.64357,                0.92635,                0.70966,                0.96063,                0.85799,                0.57117,                 0.8746,                0.56317,                0.90744,             0.00065103,             0.00065103,             0.00065103
                     89,                0.88699,                0.64233,                0.92943,                0.79086,                 0.8307,                0.80225,                0.55123,                0.89564,                 0.5881,                 0.9169,             0.00064803,             0.00064803,             0.00064803
                     90,                0.88786,                0.63588,                0.92877,                0.70611,                0.81464,                0.82572,                0.56728,                0.87506,                0.56529,                0.91325,             0.00064503,             0.00064503,             0.00064503
                     91,                0.89684,                0.64374,                0.93377,                0.73205,                0.92449,                0.85303,                0.55877,                0.89625,                0.62527,                0.91215,             0.00064203,             0.00064203,             0.00064203
                     92,                0.88864,                0.63942,                0.91517,                0.82591,                0.77387,                0.79565,                0.57127,                0.86413,                0.58053,                0.90299,             0.00063903,             0.00063903,             0.00063903
                     93,                0.88479,                0.62911,                0.92879,                0.70228,                0.72581,                0.80588,                0.55125,                0.87588,                0.58474,                0.89839,             0.00063603,             0.00063603,             0.00063603
                     94,                0.90578,                0.63266,                0.93675,                0.66151,                 0.8978,                0.83006,                0.55835,                 0.9051,                0.57233,                0.91741,             0.00063303,             0.00063303,             0.00063303
                     95,                 0.9119,                0.64141,                 0.9252,                0.88776,                0.75872,                0.89644,                0.59652,                  0.894,                0.58962,                0.91656,             0.00063003,             0.00063003,             0.00063003
                     96,                0.89798,                0.65713,                0.92666,                0.67452,                0.97905,                0.86645,                 0.5981,                 0.8926,                0.57155,                0.91504,             0.00062703,             0.00062703,             0.00062703
                     97,                0.88449,                0.62247,                0.92095,                0.74245,                0.97356,                0.92107,                0.64079,                0.84894,                0.56669,                0.90206,             0.00062403,             0.00062403,             0.00062403
                     98,                0.85947,                0.62145,                0.92063,                0.88561,                  0.747,                0.80997,                0.56573,                0.86924,                0.56654,                0.90528,             0.00062103,             0.00062103,             0.00062103
                     99,                0.87145,                0.62043,                0.92317,                0.63797,                0.98265,                0.79759,                0.56173,                0.84909,                0.56002,                0.90364,             0.00061803,             0.00061803,             0.00061803
                    100,                0.87703,                0.63449,                0.93199,                0.83436,                0.75627,                0.79939,                0.55595,                0.85927,                 0.5717,                0.91117,             0.00061503,             0.00061503,             0.00061503
                    101,                0.91577,                0.63927,                0.92667,                0.91841,                0.78915,                0.85508,                0.60047,                0.86984,                0.58228,                0.90541,             0.00061203,             0.00061203,             0.00061203
                    102,                0.87697,                0.62261,                0.91562,                0.65307,                0.90659,                0.85131,                 0.6072,                 0.8432,                0.54714,                 0.9028,             0.00060903,             0.00060903,             0.00060903
                    103,                0.86844,                0.63086,                0.91398,                0.83995,                0.92317,                 0.9337,                0.65684,                0.85564,                0.55333,                0.90019,             0.00060603,             0.00060603,             0.00060603
                    104,                0.88488,                0.62779,                0.92861,                0.86459,                0.81641,                0.84624,                0.59216,                0.84985,                0.56957,                0.90595,             0.00060303,             0.00060303,             0.00060303
                    105,                0.87934,                0.61736,                 0.9173,                0.69807,                0.94425,                0.85485,                0.60034,                0.86064,                 0.5525,                0.90503,             0.00060003,             0.00060003,             0.00060003
                    106,                0.82718,                0.59648,                0.91255,                0.90809,                0.78974,                0.85338,                0.59852,                0.86014,                0.53963,                0.90812,             0.00059703,             0.00059703,             0.00059703
                    107,                0.88691,                0.62815,                0.91728,                0.74836,                0.79499,                 0.8453,                0.60905,                0.83657,                0.53078,                0.89919,             0.00059403,             0.00059403,             0.00059403
                    108,                0.88861,                0.62359,                0.92581,                0.85128,                0.81965,                0.83081,                0.57223,                0.85204,                 0.5745,                0.90167,             0.00059103,             0.00059103,             0.00059103
                    109,                0.86195,                0.63794,                0.91841,                0.66529,                0.90659,                0.82414,                0.59519,                0.86259,                0.59061,                0.90167,             0.00058803,             0.00058803,             0.00058803
                    110,                 0.8606,                0.63101,                 0.9118,                0.85379,                 0.8302,                 0.8324,                0.58809,                0.86483,                0.56936,                0.90605,             0.00058503,             0.00058503,             0.00058503
                    111,                0.87129,                0.61614,                0.91851,                 0.6868,                0.90762,                0.85819,                0.59926,                0.84233,                 0.5648,                0.89841,             0.00058203,             0.00058203,             0.00058203
                    112,                0.88152,                 0.6199,                0.92526,                0.72923,                0.86033,                 0.8297,                0.55663,                0.86361,                0.56408,                0.90679,             0.00057903,             0.00057903,             0.00057903
                    113,                0.85404,                0.60377,                 0.9167,                0.63623,                0.79945,                0.82279,                0.57507,                0.88345,                0.58073,                0.91801,             0.00057603,             0.00057603,             0.00057603
                    114,                 0.8678,                0.61376,                 0.9087,                0.68021,                0.97905,                0.81296,                0.57649,                0.84593,                0.54484,                0.90331,             0.00057303,             0.00057303,             0.00057303
                    115,                0.83243,                0.59026,                0.91152,                0.69585,                0.79436,                0.81018,                0.58636,                0.84516,                0.55313,                0.90134,             0.00057003,             0.00057003,             0.00057003
                    116,                0.85944,                0.60629,                0.92179,                0.87134,                0.78625,                0.88419,                0.64255,                0.84163,                0.55649,                0.89503,             0.00056703,             0.00056703,             0.00056703
                    117,                0.85448,                0.65159,                0.91636,                0.85695,                0.82021,                0.83997,                0.57987,                 0.8481,                0.56821,                0.90183,             0.00056403,             0.00056403,             0.00056403
                    118,                0.84569,                 0.5783,                0.91736,                0.71992,                0.98455,                0.88879,                0.62113,                0.85983,                0.54246,                0.90367,             0.00056103,             0.00056103,             0.00056103
                    119,                0.83997,                0.58311,                0.90458,                0.86684,                0.77946,                0.87139,                 0.6075,                0.87825,                0.56484,                0.90582,             0.00055804,             0.00055804,             0.00055804
                    120,                0.85607,                0.59985,                0.90311,                0.67818,                0.90213,                0.85696,                0.59714,                0.84768,                0.55877,                0.90086,             0.00055504,             0.00055504,             0.00055504
                    121,                0.84422,                0.62397,                0.91985,                0.72542,                 0.9346,                0.83901,                0.58597,                0.82694,                0.55883,                0.89553,             0.00055204,             0.00055204,             0.00055204
                    122,                0.84149,                0.59853,                0.90649,                0.88324,                0.79154,                0.82403,                0.57724,                0.82091,                0.55262,                0.89193,             0.00054904,             0.00054904,             0.00054904
                    123,                0.84872,                0.60702,                0.91293,                0.85342,                0.75709,                 0.8182,                0.54207,                0.84784,                0.56143,                0.90068,             0.00054604,             0.00054604,             0.00054604
                    124,                 0.8291,                0.58954,                  0.917,                0.68027,                0.93067,                0.81834,                 0.5792,                0.82298,                 0.5648,                 0.8972,             0.00054304,             0.00054304,             0.00054304
                    125,                0.85032,                0.59746,                0.91722,                0.94425,                0.80761,                0.86523,                 0.5856,                0.84949,                0.56412,                0.90035,             0.00054004,             0.00054004,             0.00054004
                    126,                0.86313,                0.59843,                0.91014,                0.93902,                 0.7859,                0.86471,                0.59447,                 0.8409,                0.54823,                0.90567,             0.00053704,             0.00053704,             0.00053704
                    127,                0.84284,                0.58876,                0.90674,                0.77395,                0.97296,                0.88735,                0.58696,                 0.8596,                0.56117,                0.90143,             0.00053404,             0.00053404,             0.00053404
                    128,                0.84209,                0.60506,                0.90575,                0.93289,                0.79427,                0.87372,                0.58167,                0.82632,                0.54291,                0.89278,             0.00053104,             0.00053104,             0.00053104
                    129,                0.84073,                0.57941,                0.90646,                0.93572,                 0.7416,                0.86456,                0.60891,                0.81507,                0.53743,                0.89581,             0.00052804,             0.00052804,             0.00052804
                    130,                0.84409,                0.58277,                0.90291,                0.73686,                0.96418,                0.85017,                0.58829,                0.87427,                0.55661,                0.90623,             0.00052504,             0.00052504,             0.00052504
                    131,                0.83678,                0.58208,                 0.9129,                0.94493,                0.77128,                0.85662,                0.58779,                0.84851,                0.58003,                0.89321,             0.00052204,             0.00052204,             0.00052204
                    132,                0.84879,                0.58988,                0.91172,                0.69945,                0.89888,                0.87122,                0.59533,                0.83759,                0.56118,                 0.8993,             0.00051904,             0.00051904,             0.00051904
                    133,                 0.8409,                0.57384,                0.90711,                0.68473,                0.87813,                0.84345,                0.56879,                0.84455,                0.55551,                0.89003,             0.00051604,             0.00051604,             0.00051604
                    134,                0.81587,                0.56249,                0.90394,                0.93098,                0.78279,                0.85089,                0.58911,                 0.8342,                0.54667,                 0.8885,             0.00051304,             0.00051304,             0.00051304
                    135,                0.83954,                 0.5764,                0.90998,                0.74941,                0.89989,                  0.869,                0.61271,                 0.8315,                0.54326,                0.89059,             0.00051004,             0.00051004,             0.00051004
                    136,                0.84262,                0.58409,                0.90055,                0.92434,                0.81728,                0.84795,                0.57674,                0.85607,                0.56641,                0.90519,             0.00050704,             0.00050704,             0.00050704
                    137,                0.83974,                0.57639,                 0.9041,                0.91991,                0.77651,                0.85103,                0.59766,                0.83853,                0.54615,                0.89411,             0.00050404,             0.00050404,             0.00050404
                    138,                0.85193,                0.58595,                0.90116,                0.78245,                0.78999,                 0.8437,                0.60122,                0.84362,                0.54877,                 0.8918,             0.00050104,             0.00050104,             0.00050104
                    139,                 0.8444,                0.57241,                0.90702,                0.92872,                 0.7713,                0.84782,                0.60307,                0.84358,                 0.5411,                0.89263,             0.00049804,             0.00049804,             0.00049804
                    140,                0.82969,                0.55796,                0.90038,                0.92405,                0.76387,                 0.8458,                0.57327,                0.86358,                0.54571,                0.89969,             0.00049504,             0.00049504,             0.00049504
                    141,                0.83893,                0.57073,                0.90241,                0.73268,                0.97912,                0.92627,                 0.6302,                 0.8496,                0.54826,                0.89976,             0.00049204,             0.00049204,             0.00049204
                    142,                0.84721,                0.57465,                0.89466,                 0.8638,                0.93638,                0.95947,                0.66082,                 0.8296,                0.53251,                 0.8886,             0.00048904,             0.00048904,             0.00048904
                    143,                0.82362,                0.57769,                0.90155,                0.93269,                 0.7906,                 0.8858,                0.61614,                0.82778,                 0.5392,                0.89533,             0.00048604,             0.00048604,             0.00048604
                    144,                0.83496,                  0.557,                0.90308,                0.78878,                0.89836,                0.85383,                0.60063,                 0.8521,                0.54658,                0.90326,             0.00048304,             0.00048304,             0.00048304
                    145,                0.82512,                0.55255,                0.90502,                0.79288,                0.87191,                0.88849,                0.58923,                 0.8565,                0.53618,                0.90238,             0.00048004,             0.00048004,             0.00048004
                    146,                0.83261,                0.55307,                0.90801,                0.71372,                0.92305,                0.89412,                0.60304,                0.84837,                0.54174,                0.89494,             0.00047704,             0.00047704,             0.00047704
                    147,                0.82253,                0.59679,                0.90449,                0.94526,                0.76468,                0.89309,                0.58539,                0.85629,                0.55255,                0.89578,             0.00047404,             0.00047404,             0.00047404
                    148,                0.84239,                 0.5841,                0.91711,                0.80787,                0.86317,                0.87994,                0.61843,                 0.8386,                0.53553,                0.89221,             0.00047104,             0.00047104,             0.00047104
                    149,                0.79835,                0.55472,                0.89005,                0.74889,                0.90762,                0.85446,                0.59675,                0.84426,                0.54282,                0.89348,             0.00046804,             0.00046804,             0.00046804
                    150,                0.79491,                0.56005,                0.89776,                0.75316,                0.95731,                0.84748,                0.58838,                 0.8579,                 0.5391,                0.89698,             0.00046504,             0.00046504,             0.00046504
                    151,                0.78488,                0.55158,                0.89251,                 0.7328,                0.80675,                0.82237,                0.56549,                0.84034,                0.53492,                0.89377,             0.00046204,             0.00046204,             0.00046204
                    152,                0.81708,                 0.5651,                0.88783,                0.73676,                0.89464,                0.82112,                0.58083,                0.83016,                0.55664,                0.88889,             0.00045904,             0.00045904,             0.00045904
                    153,                0.79715,                0.53296,                0.90152,                0.79407,                0.90871,                0.85655,                0.59716,                0.81633,                0.53146,                0.88438,             0.00045605,             0.00045605,             0.00045605
                    154,                0.80629,                0.54721,                0.88619,                0.78683,                0.82034,                0.85967,                0.59163,                0.82434,                0.53155,                0.89544,             0.00045305,             0.00045305,             0.00045305
                    155,                0.80461,                0.55006,                0.90557,                0.93494,                0.73144,                0.83352,                0.58408,                0.82924,                0.53844,                0.89616,             0.00045005,             0.00045005,             0.00045005
                    156,                0.80888,                0.55823,                0.89121,                0.68715,                0.92924,                0.80811,                0.58596,                0.83646,                0.54708,                 0.8951,             0.00044705,             0.00044705,             0.00044705
                    157,                0.80142,                0.52589,                0.89887,                0.69648,                0.87879,                0.82611,                0.58243,                0.83267,                0.54598,                0.88939,             0.00044405,             0.00044405,             0.00044405
                    158,                0.82364,                0.55508,                0.89874,                0.94633,                0.76556,                0.87575,                0.59601,                0.83158,                0.53564,                0.89149,             0.00044105,             0.00044105,             0.00044105
