                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.62867,                 1.0955,                0.93236,                0.70802,                0.64714,                0.56468,                0.44247,                0.74355,                 1.0927,                 1.1064,              0.0010193,              0.0010193,              0.0010193
                     28,                0.63137,                 1.0487,                 0.9267,                0.71245,                0.64513,                0.59938,                0.50475,                0.54941,                 1.0086,                0.92792,              0.0010157,              0.0010157,              0.0010157
                     29,                 0.6145,                 1.0001,                0.92092,                0.76898,                0.63322,                0.62044,                 0.5332,                0.51168,                0.96865,                0.90996,               0.001012,               0.001012,               0.001012
                     30,                 0.6193,                 1.0507,                0.92239,                0.66707,                0.68364,                0.59091,                0.50256,                0.52665,                 1.0033,                0.90255,              0.0010083,              0.0010083,              0.0010083
                     31,                0.60594,                 1.0145,                0.90771,                0.76757,                0.64147,                0.58358,                0.49544,                0.58803,                0.98606,                0.91948,              0.0010047,              0.0010047,              0.0010047
                     32,                 0.5997,                  1.011,                0.91015,                0.64294,                0.60769,                0.54751,                0.46923,                0.55618,                0.99693,                0.94192,               0.001001,               0.001001,               0.001001
                     33,                0.62004,                0.94208,                0.90468,                0.74547,                0.66728,                0.62741,                0.54219,                0.50587,                0.91996,                0.90767,             0.00099734,             0.00099734,             0.00099734
                     34,                0.62571,                0.98863,                0.91862,                0.48228,                0.68718,                0.55474,                0.48232,                0.56226,                 1.4789,                 0.9378,             0.00099368,             0.00099368,             0.00099368
                     35,                0.59962,                0.96662,                0.90644,                0.74584,                0.64543,                 0.5993,                0.52103,                0.50616,                0.91634,                0.89758,             0.00099001,             0.00099001,             0.00099001
                     36,                 0.5727,                0.91962,                0.90717,                0.70049,                0.72022,                0.62715,                0.54858,                0.50492,                0.90232,                0.90756,             0.00098635,             0.00098635,             0.00098635
                     37,                0.56683,                0.91073,                0.89168,                0.71714,                0.64603,                0.62405,                0.54831,                0.50471,                0.85394,                0.91026,             0.00098268,             0.00098268,             0.00098268
                     38,                0.59969,                0.91459,                0.90873,                0.65083,                0.65896,                0.64498,                0.56291,                0.52669,                0.92584,                 0.9081,             0.00097901,             0.00097901,             0.00097901
                     39,                0.61635,                0.90423,                0.91345,                 0.7422,                0.71949,                 0.6296,                0.54645,                 0.5142,                0.86802,                0.90784,             0.00097535,             0.00097535,             0.00097535
                     40,                0.59966,                0.90394,                0.90663,                0.68263,                0.72916,                0.60636,                0.51912,                0.54092,                0.89094,                 0.9254,             0.00097168,             0.00097168,             0.00097168
                     41,                0.57302,                0.84892,                0.90293,                0.68358,                0.71385,                0.61964,                0.54362,                0.48587,                0.88282,                0.89778,             0.00096801,             0.00096801,             0.00096801
                     42,                0.60969,                0.91353,                0.91553,                0.71885,                0.72431,                0.64105,                0.55892,                0.50609,                0.87145,                 0.9077,             0.00096435,             0.00096435,             0.00096435
                     43,                0.57043,                0.86114,                0.89515,                0.73145,                0.68115,                0.65167,                0.54701,                0.57621,                0.87507,                0.95155,             0.00096068,             0.00096068,             0.00096068
                     44,                0.56995,                0.85605,                0.89478,                0.63369,                0.67282,                0.60498,                0.51082,                0.58688,                 1.1637,                0.95079,             0.00095702,             0.00095702,             0.00095702
                     45,                0.58056,                0.83366,                0.91362,                 0.7454,                0.68308,                0.64573,                0.54667,                0.51156,                 0.8624,                0.90658,             0.00095335,             0.00095335,             0.00095335
                     46,                0.57638,                0.87038,                0.89555,                0.71202,                0.68081,                0.63806,                0.54508,                0.48157,                0.85061,                 0.8907,             0.00094968,             0.00094968,             0.00094968
                     47,                0.57475,                0.81651,                0.89818,                0.75783,                0.57799,                0.63705,                0.55031,                0.53316,                0.82929,                0.92624,             0.00094602,             0.00094602,             0.00094602
                     48,                0.57941,                0.79335,                0.89213,                0.73748,                0.68705,                0.67165,                0.57327,                0.52382,                0.86971,                0.90244,             0.00094235,             0.00094235,             0.00094235
                     49,                0.55022,                0.79611,                0.88932,                0.74773,                0.73403,                0.66701,                0.57643,                0.48419,                0.79228,                0.89326,             0.00093868,             0.00093868,             0.00093868
                     50,                0.56964,                0.85303,                0.89747,                0.53232,                0.77282,                0.71381,                0.61556,                0.50339,                0.91536,                0.89712,             0.00093502,             0.00093502,             0.00093502
                     51,                0.54413,                0.81025,                0.88222,                0.62025,                0.49914,                0.61829,                0.51521,                0.50302,                 1.5984,                0.90754,             0.00093135,             0.00093135,             0.00093135
                     52,                0.55794,                0.79892,                0.88041,                0.69329,                0.64769,                0.66954,                0.57108,                0.48675,                0.92232,                0.89758,             0.00092769,             0.00092769,             0.00092769
                     53,                0.53322,                0.79515,                0.88054,                0.74178,                0.66051,                0.70638,                0.59478,                0.50531,                 1.0154,                0.89094,             0.00092402,             0.00092402,             0.00092402
                     54,                0.54698,                 0.7796,                0.88522,                0.82838,                0.62621,                0.67024,                0.57394,                  0.509,                0.83814,                0.89847,             0.00092035,             0.00092035,             0.00092035
                     55,                0.53842,                0.79674,                0.88109,                0.75019,                0.58934,                0.61257,                0.53164,                 0.4728,                 1.1214,                0.88223,             0.00091669,             0.00091669,             0.00091669
                     56,                0.52709,                0.80597,                0.87941,                0.72305,                0.74326,                0.74418,                0.64816,                0.50981,                0.79848,                0.89818,             0.00091302,             0.00091302,             0.00091302
                     57,                0.51686,                0.78404,                0.88342,                  0.676,                0.64769,                0.70527,                0.60468,                0.47233,                 1.1887,                0.87912,             0.00090935,             0.00090935,             0.00090935
                     58,                0.54503,                0.80023,                 0.8914,                0.82042,                0.56718,                0.74745,                0.63869,                0.51537,                0.79018,                0.93292,             0.00090569,             0.00090569,             0.00090569
                     59,                 0.5349,                0.76787,                0.88068,                0.70695,                0.71323,                0.68055,                0.59199,                0.46935,                0.77837,                0.89004,             0.00090202,             0.00090202,             0.00090202
                     60,                0.52556,                0.73032,                0.87627,                0.74804,                0.69605,                0.66808,                0.60129,                 0.4665,                0.71961,                0.87432,             0.00089835,             0.00089835,             0.00089835
                     61,                0.50441,                0.73041,                0.86986,                0.72876,                0.72298,                0.70311,                 0.6055,                0.46232,                0.69298,                0.87548,             0.00089469,             0.00089469,             0.00089469
                     62,                0.55073,                0.70737,                0.89345,                0.82484,                 0.6861,                0.70926,                0.61879,                0.48077,                 0.7424,                 0.8866,             0.00089102,             0.00089102,             0.00089102
                     63,                 0.5301,                0.74632,                  0.876,                0.87909,                0.59535,                0.68543,                0.59872,                0.48019,                0.82232,                0.88057,             0.00088736,             0.00088736,             0.00088736
                     64,                0.50922,                0.71261,                0.87202,                 0.6965,                0.69946,                0.65409,                0.56677,                0.50454,                0.79372,                0.92341,             0.00088369,             0.00088369,             0.00088369
                     65,                0.51271,                 0.7388,                0.87904,                0.81694,                0.61317,                0.69413,                0.61852,                0.45647,                0.73259,                0.87319,             0.00088002,             0.00088002,             0.00088002
                     66,                0.52985,                0.72447,                 0.8832,                 0.7273,                0.69411,                0.66564,                0.57157,                 0.4987,                 1.0539,                0.89511,             0.00087636,             0.00087636,             0.00087636
                     67,                0.50777,                0.68068,                0.87605,                0.73807,                0.68515,                0.65035,                0.57176,                0.49913,                0.86399,                0.89482,             0.00087269,             0.00087269,             0.00087269
                     68,                0.50525,                 0.6957,                0.87372,                0.78689,                0.69301,                0.71764,                0.64162,                0.42106,                 0.6898,                0.86162,             0.00086902,             0.00086902,             0.00086902
                     69,                0.51134,                0.67224,                0.87564,                0.79707,                0.67646,                0.72606,                0.63836,                0.44536,                0.73718,                0.88139,             0.00086536,             0.00086536,             0.00086536
                     70,                0.50852,                0.71911,                0.87054,                   0.76,                 0.6965,                0.69575,                0.61522,                0.46313,                0.72883,                0.88761,             0.00086169,             0.00086169,             0.00086169
                     71,                0.50868,                0.68526,                0.86747,                0.78927,                0.64462,                0.67928,                0.60348,                  0.447,                0.76629,                0.86948,             0.00085803,             0.00085803,             0.00085803
                     72,                0.50488,                0.72828,                0.86777,                0.85147,                0.61795,                0.71942,                0.63345,                0.44117,                0.70204,                0.87103,             0.00085436,             0.00085436,             0.00085436
                     73,                0.50405,                0.66092,                0.86876,                0.82727,                0.64719,                0.73705,                0.63492,                0.44876,                0.75705,                0.86343,             0.00085069,             0.00085069,             0.00085069
                     74,                0.51625,                0.68837,                0.87204,                0.74902,                0.72005,                 0.7231,                0.63305,                0.46344,                 0.7172,                0.86722,             0.00084703,             0.00084703,             0.00084703
                     75,                0.50078,                0.67278,                0.86263,                0.82359,                0.68965,                0.73406,                0.63715,                0.45361,                0.67964,                0.86737,             0.00084336,             0.00084336,             0.00084336
                     76,                0.47754,                0.65424,                0.86343,                0.75408,                0.76268,                0.73155,                0.64752,                0.43474,                 0.6648,                 0.8701,             0.00083969,             0.00083969,             0.00083969
                     77,                0.48701,                0.66589,                0.87005,                0.80806,                0.66961,                0.68839,                 0.6099,                0.44765,                0.72308,                 0.8719,             0.00083603,             0.00083603,             0.00083603
                     78,                0.49267,                0.72085,                0.87477,                0.83396,                0.60227,                0.79697,                0.71577,                0.42275,                0.79148,                0.85356,             0.00083236,             0.00083236,             0.00083236
                     79,                0.50185,                 0.6963,                0.86127,                0.80545,                0.71953,                0.70856,                0.62942,                0.44925,                0.70286,                0.86102,             0.00082869,             0.00082869,             0.00082869
                     80,                0.49454,                0.69481,                0.86747,                0.80369,                0.65702,                0.69685,                0.61824,                0.44343,                0.70873,                0.86338,             0.00082503,             0.00082503,             0.00082503
                     81,                0.48239,                0.67205,                0.86016,                 0.7831,                0.64516,                0.69604,                0.62321,                0.43556,                0.73719,                0.86202,             0.00082136,             0.00082136,             0.00082136
                     82,                0.48041,                0.65918,                0.86565,                0.79926,                0.70475,                0.68228,                0.60675,                0.44351,                0.73466,                0.86349,              0.0008177,              0.0008177,              0.0008177
                     83,                 0.4917,                0.63664,                0.85692,                0.53561,                0.69336,                0.70385,                0.62379,                0.45581,                0.71893,                0.87575,             0.00081403,             0.00081403,             0.00081403
                     84,                 0.4936,                0.68819,                0.85615,                0.65549,                0.86041,                 0.8235,                0.72088,                 0.4817,                 0.6775,                0.86616,             0.00081036,             0.00081036,             0.00081036
                     85,                0.47764,                0.63343,                0.85612,                0.57802,                0.86075,                0.79497,                 0.6844,                0.47475,                 0.7262,                0.85546,              0.0008067,              0.0008067,              0.0008067
                     86,                  0.474,                0.64402,                0.85803,                0.78774,                0.68719,                0.73853,                0.63936,                0.43955,                0.74902,                0.86493,             0.00080303,             0.00080303,             0.00080303
                     87,                0.49147,                0.63809,                0.86155,                0.80477,                0.70776,                0.72105,                0.64215,                0.41798,                0.65177,                0.84766,             0.00079936,             0.00079936,             0.00079936
                     88,                0.47384,                0.61805,                0.86601,                 0.7908,                0.69998,                0.69572,                0.62389,                  0.415,                0.71198,                0.84438,              0.0007957,              0.0007957,              0.0007957
                     89,                0.47276,                0.63274,                0.85813,                0.78153,                 0.7401,                0.72879,                 0.6435,                 0.4368,                0.68257,                0.85802,             0.00079203,             0.00079203,             0.00079203
                     90,                0.50223,                0.65686,                0.87385,                0.75482,                0.69385,                0.67672,                0.58966,                0.44862,                0.77455,                0.86469,             0.00078837,             0.00078837,             0.00078837
                     91,                0.47115,                0.62806,                0.85167,                0.85208,                0.66062,                0.72608,                0.63789,                0.45711,                0.64168,                0.86602,              0.0007847,              0.0007847,              0.0007847
                     92,                0.48841,                0.62212,                0.86998,                0.69064,                   0.88,                0.83373,                0.74394,                0.43743,                0.67267,                 0.8517,             0.00078103,             0.00078103,             0.00078103
                     93,                0.47745,                0.60814,                0.86393,                0.82217,                0.72308,                0.75763,                0.68446,                0.43913,                0.62939,                0.85781,             0.00077737,             0.00077737,             0.00077737
                     94,                 0.4727,                0.61542,                0.86118,                 0.7836,                0.68321,                0.72884,                0.65763,                0.42322,                0.74095,                0.85383,              0.0007737,              0.0007737,              0.0007737
                     95,                0.47325,                0.66133,                0.85704,                0.63257,                      1,                0.88713,                0.76915,                0.45331,                0.79378,                0.87171,             0.00077003,             0.00077003,             0.00077003
                     96,                0.47974,                0.63618,                0.85963,                0.52763,                0.78986,                0.71416,                0.63173,                0.47926,                 0.7176,                0.86027,             0.00076637,             0.00076637,             0.00076637
                     97,                0.46408,                0.59832,                0.85141,                0.51758,                0.67897,                0.70634,                0.63335,                0.41281,                0.87485,                0.84022,              0.0007627,              0.0007627,              0.0007627
                     98,                0.47099,                0.64269,                0.85906,                0.81703,                0.65231,                0.76594,                0.67557,                0.46373,                0.62905,                0.87221,             0.00075904,             0.00075904,             0.00075904
                     99,                0.46943,                0.61823,                0.85445,                0.76946,                0.75146,                0.74322,                0.65674,                0.44299,                0.62157,                0.86045,             0.00075537,             0.00075537,             0.00075537
                    100,                0.47925,                0.61949,                0.85632,                0.89679,                0.67846,                0.72813,                0.65108,                 0.4064,                0.65008,                0.84629,              0.0007517,              0.0007517,              0.0007517
                    101,                0.47348,                0.62383,                0.86313,                0.75027,                0.78613,                 0.8135,                0.72208,                 0.4623,                0.77101,                0.87975,             0.00074804,             0.00074804,             0.00074804
                    102,                0.50089,                 0.6438,                0.86411,                0.57583,                0.84348,                0.78229,                0.70627,                 0.4059,                0.68391,                 0.8487,             0.00074437,             0.00074437,             0.00074437
                    103,                0.48799,                0.63742,                0.86155,                0.78412,                0.72081,                0.77699,                0.69505,                0.42519,                 0.6003,                0.84937,              0.0007407,              0.0007407,              0.0007407
                    104,                0.47027,                0.63404,                 0.8591,                0.75716,                0.81846,                0.82145,                0.75069,                0.40881,                0.59917,                0.85643,             0.00073704,             0.00073704,             0.00073704
                    105,                0.45601,                0.59043,                0.85328,                0.60723,                0.80424,                0.81867,                0.74563,                0.42239,                0.69971,                0.85153,             0.00073337,             0.00073337,             0.00073337
                    106,                0.47425,                0.62652,                0.85993,                0.76159,                0.84657,                0.84445,                0.75067,                0.39132,                0.56725,                0.84106,              0.0007297,              0.0007297,              0.0007297
                    107,                0.46474,                0.61867,                0.86328,                0.84858,                0.70931,                0.75318,                0.67443,                0.40012,                 0.6054,                 0.8435,             0.00072604,             0.00072604,             0.00072604
                    108,                0.47194,                0.61502,                 0.8503,                 0.8755,                0.75385,                0.79921,                0.71876,                0.40602,                0.57556,                0.85702,             0.00072237,             0.00072237,             0.00072237
                    109,                0.45804,                0.61023,                0.84931,                0.87774,                0.67198,                0.78123,                0.69976,                0.39448,                 0.6537,                0.83729,             0.00071871,             0.00071871,             0.00071871
                    110,                0.46921,                0.61626,                0.84898,                0.84645,                0.67504,                0.75846,                0.68583,                0.40267,                0.64822,                0.84137,             0.00071504,             0.00071504,             0.00071504
                    111,                0.46113,                0.62671,                0.84384,                0.79475,                0.76488,                0.81377,                0.72891,                0.39217,                0.59737,                0.83761,             0.00071137,             0.00071137,             0.00071137
                    112,                 0.4672,                0.60563,                0.85961,                0.70054,                 0.8262,                0.79817,                 0.7113,                 0.4053,                0.66175,                0.85317,             0.00070771,             0.00070771,             0.00070771
                    113,                0.46076,                0.63963,                0.85215,                0.76527,                0.82923,                0.84065,                0.77481,                0.39065,                0.58508,                 0.8372,             0.00070404,             0.00070404,             0.00070404
                    114,                0.46075,                0.58806,                0.84659,                0.80245,                0.76913,                0.75787,                0.69053,                0.39432,                 0.6789,                0.83679,             0.00070037,             0.00070037,             0.00070037
                    115,                0.46728,                0.60456,                0.85152,                0.77294,                0.74471,                0.77148,                 0.6959,                0.40676,                0.59657,                0.84328,             0.00069671,             0.00069671,             0.00069671
                    116,                0.44378,                0.56514,                0.85723,                0.84083,                0.68771,                0.74008,                0.67762,                0.38907,                 0.6245,                0.84457,             0.00069304,             0.00069304,             0.00069304
                    117,                0.45071,                0.56135,                0.84804,                0.61702,                0.86923,                 0.8255,                0.74816,                0.39549,                0.58301,                0.83845,             0.00068938,             0.00068938,             0.00068938
                    118,                0.46309,                0.60412,                0.85568,                0.76656,                0.83055,                0.83748,                0.76164,                0.38139,                0.64939,                0.83692,             0.00068571,             0.00068571,             0.00068571
                    119,                0.45754,                0.59806,                0.86076,                0.79781,                0.71803,                0.76554,                0.69578,                0.40651,                 0.5856,                 0.8519,             0.00068204,             0.00068204,             0.00068204
                    120,                0.46042,                0.57535,                0.85634,                0.66322,                0.79239,                0.73556,                 0.6653,                 0.3992,                0.71768,                0.84071,             0.00067838,             0.00067838,             0.00067838
                    121,                0.44766,                 0.5957,                0.85328,                0.86469,                0.64811,                0.75395,                0.67984,                0.38392,                 0.5952,                0.83808,             0.00067471,             0.00067471,             0.00067471
                    122,                0.47026,                 0.6017,                0.84957,                0.85174,                0.70594,                0.73259,                0.65584,                0.45023,                0.60766,                 0.8553,             0.00067104,             0.00067104,             0.00067104
                    123,                0.46177,                0.55823,                0.85045,                0.83092,                 0.6829,                0.72619,                0.65952,                0.40823,                0.61603,                0.84453,             0.00066738,             0.00066738,             0.00066738
                    124,                 0.4557,                0.60131,                0.85379,                0.63453,                0.67298,                0.71436,                0.64524,                0.38954,                0.68544,                0.83582,             0.00066371,             0.00066371,             0.00066371
                    125,                0.44601,                0.58179,                0.84652,                0.84316,                0.61904,                0.73133,                0.66069,                0.38954,                0.64757,                0.83685,             0.00066005,             0.00066005,             0.00066005
                    126,                0.45035,                0.59674,                0.85173,                0.59661,                    0.9,                 0.7761,                0.70782,                0.42389,                0.60572,                0.85497,             0.00065638,             0.00065638,             0.00065638
                    127,                 0.4488,                 0.5667,                0.84425,                0.77593,                0.83582,                0.82585,                0.73176,                0.41683,                0.71577,                0.85004,             0.00065271,             0.00065271,             0.00065271
                    128,                0.45195,                0.59203,                0.85661,                0.86087,                0.65451,                 0.7504,                0.68671,                0.39431,                 0.6215,                0.84599,             0.00064905,             0.00064905,             0.00064905
                    129,                0.44106,                0.57553,                0.85349,                0.81633,                 0.7146,                0.78882,                0.70863,                0.40421,                0.54194,                 0.8456,             0.00064538,             0.00064538,             0.00064538
                    130,                0.44958,                0.59221,                0.84774,                0.69564,                0.86462,                0.84245,                0.77401,                0.37745,                0.54847,                0.83199,             0.00064171,             0.00064171,             0.00064171
                    131,                0.45068,                0.57678,                0.85145,                0.60425,                0.85024,                0.77054,                0.69417,                0.39077,                0.58409,                0.84248,             0.00063805,             0.00063805,             0.00063805
                    132,                0.45695,                 0.5592,                0.85522,                0.85003,                0.70087,                0.74753,                0.68272,                0.38636,                0.60018,                0.83303,             0.00063438,             0.00063438,             0.00063438
                    133,                0.44766,                 0.5692,                0.84883,                0.85013,                0.70025,                0.76731,                0.71238,                0.36798,                0.54853,                0.83099,             0.00063071,             0.00063071,             0.00063071
                    134,                0.45682,                0.57191,                0.84796,                0.86557,                0.64482,                0.73492,                0.68107,                0.38618,                0.62273,                0.83509,             0.00062705,             0.00062705,             0.00062705
                    135,                0.45044,                0.58835,                0.85287,                0.57415,                0.68474,                0.70943,                0.65446,                 0.3857,                0.68877,                0.83476,             0.00062338,             0.00062338,             0.00062338
                    136,                0.44513,                0.57085,                0.84387,                0.54933,                0.76943,                 0.7187,                0.64573,                0.42587,                0.72472,                0.85322,             0.00061972,             0.00061972,             0.00061972
                    137,                 0.4379,                0.56618,                0.84693,                0.86026,                0.67017,                0.73095,                0.67218,                0.39853,                0.60666,                0.84355,             0.00061605,             0.00061605,             0.00061605
                    138,                0.43914,                0.59587,                 0.8439,                0.88082,                0.64023,                0.72217,                0.66091,                0.39755,                0.68191,                0.83605,             0.00061238,             0.00061238,             0.00061238
                    139,                0.44377,                 0.5792,                0.84974,                0.77459,                0.82923,                0.80363,                0.73752,                0.37334,                0.61791,                0.83362,             0.00060872,             0.00060872,             0.00060872
                    140,                0.44033,                0.56568,                0.84725,                 0.8385,                0.70619,                0.74063,                0.68656,                0.37123,                0.58157,                0.83442,             0.00060505,             0.00060505,             0.00060505
                    141,                0.43468,                0.59042,                0.84758,                0.87763,                0.69948,                0.74572,                0.67797,                0.40213,                0.60698,                0.84448,             0.00060138,             0.00060138,             0.00060138
                    142,                0.43091,                0.54406,                0.84506,                0.69783,                0.74945,                0.80226,                0.73208,                0.39165,                0.66301,                0.83156,             0.00059772,             0.00059772,             0.00059772
                    143,                0.44335,                0.58044,                0.84837,                0.71365,                0.84629,                0.81141,                0.73271,                0.38638,                0.60888,                0.83098,             0.00059405,             0.00059405,             0.00059405
                    144,                0.44705,                0.53711,                0.84589,                 0.7915,                0.79789,                0.82926,                 0.7614,                 0.3818,                0.57797,                0.83719,             0.00059039,             0.00059039,             0.00059039
                    145,                0.42268,                0.53241,                0.84216,                 0.8786,                0.64037,                0.76752,                0.70567,                0.36377,                0.62686,                0.83083,             0.00058672,             0.00058672,             0.00058672
                    146,                0.42914,                0.53628,                0.84825,                0.59163,                0.74923,                0.71856,                0.66423,                0.38197,                0.62005,                0.83104,             0.00058305,             0.00058305,             0.00058305
                    147,                0.43575,                0.53497,                0.84592,                 0.5728,                0.74923,                0.72414,                0.65883,                0.41253,                0.67887,                0.83756,             0.00057939,             0.00057939,             0.00057939
                    148,                0.43237,                0.52015,                0.84381,                0.80631,                0.80612,                0.81538,                0.73601,                0.37955,                0.55367,                0.83109,             0.00057572,             0.00057572,             0.00057572
                    149,                0.43365,                0.53144,                0.84162,                0.81352,                 0.8143,                0.80878,                0.73963,                 0.3801,                 0.6009,                0.83317,             0.00057205,             0.00057205,             0.00057205
                    150,                0.43817,                0.52243,                 0.8415,                0.68735,                0.88464,                0.81033,                0.74291,                0.38201,                0.55761,                0.83154,             0.00056839,             0.00056839,             0.00056839
                    151,                0.42788,                0.54412,                0.84764,                0.75255,                0.80372,                0.79793,                0.73187,                0.37708,                0.64717,                0.83296,             0.00056472,             0.00056472,             0.00056472
                    152,                0.44126,                0.56938,                0.84222,                0.77336,                0.82798,                0.81111,                0.75216,                 0.3643,                0.61592,                0.82987,             0.00056105,             0.00056105,             0.00056105
                    153,                0.43377,                 0.5542,                0.84677,                0.56852,                0.80541,                0.73922,                0.67895,                0.36509,                0.59842,                0.82848,             0.00055739,             0.00055739,             0.00055739
                    154,                0.43732,                0.56785,                0.85322,                0.78714,                0.72966,                 0.7247,                0.67045,                0.36607,                0.56978,                 0.8239,             0.00055372,             0.00055372,             0.00055372
                    155,                0.42938,                0.54345,                0.83218,                0.84844,                0.68919,                0.73063,                0.68174,                0.37519,                0.61008,                0.82898,             0.00055006,             0.00055006,             0.00055006
                    156,                 0.4256,                0.54464,                0.84563,                0.81787,                0.73777,                0.72727,                0.65674,                0.38267,                 0.5871,                0.82717,             0.00054639,             0.00054639,             0.00054639
                    157,                0.41385,                0.52681,                0.84579,                0.84997,                0.73261,                0.72684,                0.66504,                0.36902,                 0.5461,                 0.8298,             0.00054272,             0.00054272,             0.00054272
                    158,                0.42472,                0.53137,                0.84749,                0.81613,                0.74386,                0.76189,                0.70303,                0.37866,                0.56286,                0.82796,             0.00053906,             0.00053906,             0.00053906
                    159,                0.41743,                 0.5311,                0.83245,                0.62985,                0.79846,                0.71719,                0.65122,                0.39413,                0.73047,                0.82942,             0.00053539,             0.00053539,             0.00053539
