               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.044751,             0.01558,            0.028479,             0.42656,             0.55449,              0.3019,             0.13587,            0.035885,           0.0071367,            0.026081,            0.009571,            0.009571,            0.009571
                  15,            0.045374,            0.014336,             0.02897,             0.44695,             0.61031,             0.30793,             0.20183,            0.027933,           0.0063703,            0.026065,            0.009538,            0.009538,            0.009538
                  16,            0.044505,            0.014367,            0.029374,              0.4202,             0.63782,             0.37654,             0.26453,            0.032411,            0.006798,            0.026201,            0.009505,            0.009505,            0.009505
                  17,            0.042141,            0.014015,            0.027664,             0.46329,             0.63782,             0.33201,             0.20443,            0.024753,           0.0064834,            0.026227,            0.009472,            0.009472,            0.009472
                  18,            0.040893,            0.013559,            0.027489,             0.53925,             0.48564,             0.43616,             0.22909,            0.035067,           0.0060395,            0.025776,            0.009439,            0.009439,            0.009439
                  19,            0.037568,             0.01334,            0.028333,             0.43748,             0.59936,             0.40176,             0.22182,            0.034403,           0.0063314,            0.026011,            0.009406,            0.009406,            0.009406
                  20,            0.038756,            0.012653,            0.028158,             0.41859,             0.64744,             0.32357,              0.2223,            0.026693,           0.0060965,            0.025775,            0.009373,            0.009373,            0.009373
                  21,              0.0364,            0.012964,            0.027525,             0.44352,             0.66667,             0.34246,             0.20633,            0.025266,           0.0057604,            0.024928,             0.00934,             0.00934,             0.00934
                  22,            0.035946,            0.012164,            0.027795,             0.48679,             0.64744,             0.47278,             0.34497,            0.024328,           0.0055845,            0.024352,            0.009307,            0.009307,            0.009307
                  23,            0.036312,            0.012512,            0.026275,             0.56666,             0.53365,             0.48803,             0.37317,            0.020792,           0.0057463,            0.023727,            0.009274,            0.009274,            0.009274
                  24,            0.035522,            0.012264,            0.027916,             0.59935,             0.47115,              0.4973,             0.30939,            0.023274,           0.0054148,            0.023383,            0.009241,            0.009241,            0.009241
                  25,            0.035766,            0.011222,            0.026721,             0.42819,             0.65705,             0.39811,             0.31867,            0.019524,           0.0060213,            0.023056,            0.009208,            0.009208,            0.009208
                  26,            0.032285,             0.01124,            0.027935,             0.55838,             0.48077,             0.49166,             0.34141,            0.025419,           0.0054035,            0.021313,            0.009175,            0.009175,            0.009175
                  27,             0.03364,            0.011154,            0.026709,             0.64569,             0.52244,             0.52076,             0.36977,            0.020247,           0.0053815,            0.020964,            0.009142,            0.009142,            0.009142
                  28,            0.034095,             0.01067,            0.025286,             0.88096,             0.45192,             0.51398,             0.31721,            0.025844,           0.0052631,            0.018943,            0.009109,            0.009109,            0.009109
                  29,            0.033426,            0.010022,            0.024032,             0.85846,             0.46404,             0.52038,             0.36784,            0.025226,            0.005413,            0.018235,            0.009076,            0.009076,            0.009076
                  30,            0.033009,           0.0097266,            0.023298,             0.83636,             0.41393,             0.48003,             0.35627,            0.021037,            0.005468,            0.019052,            0.009043,            0.009043,            0.009043
                  31,            0.031753,            0.010552,            0.025024,             0.66715,             0.49199,             0.51434,             0.32477,            0.026025,           0.0050335,            0.017565,             0.00901,             0.00901,             0.00901
                  32,            0.031277,            0.010196,            0.022781,             0.91968,             0.47618,             0.52369,             0.38422,            0.022817,           0.0049655,            0.015735,            0.008977,            0.008977,            0.008977
                  33,            0.031749,           0.0098971,            0.022325,             0.60767,             0.55288,             0.50511,             0.36935,            0.023698,           0.0052004,            0.014883,            0.008944,            0.008944,            0.008944
                  34,            0.031187,            0.010117,            0.021647,             0.56516,              0.5625,             0.48403,             0.30041,            0.025208,            0.005512,            0.014619,            0.008911,            0.008911,            0.008911
                  35,            0.029149,           0.0093734,            0.021509,             0.73931,             0.60989,             0.60845,             0.38974,            0.023571,           0.0044325,            0.012505,            0.008878,            0.008878,            0.008878
                  36,              0.0298,           0.0093651,             0.02151,             0.75206,             0.60119,             0.61778,             0.43416,            0.021967,            0.004531,            0.014085,            0.008845,            0.008845,            0.008845
                  37,            0.030463,           0.0094437,            0.020312,             0.78608,             0.60417,             0.63186,             0.42553,             0.02345,           0.0046936,            0.012186,            0.008812,            0.008812,            0.008812
                  38,             0.02919,           0.0091547,            0.020203,             0.79122,               0.625,             0.59705,             0.47325,            0.019598,           0.0043718,            0.012023,            0.008779,            0.008779,            0.008779
                  39,            0.029248,            0.009253,            0.018457,             0.65168,             0.58333,             0.55438,              0.3583,            0.022798,           0.0044163,            0.010712,            0.008746,            0.008746,            0.008746
                  40,            0.029029,            0.008718,            0.018605,             0.68888,             0.61538,             0.57564,               0.394,             0.02068,           0.0045306,            0.010661,            0.008713,            0.008713,            0.008713
                  41,            0.028939,           0.0089611,             0.01996,             0.76811,             0.62698,             0.60106,             0.44582,             0.02114,           0.0041694,            0.010245,             0.00868,             0.00868,             0.00868
                  42,            0.027709,           0.0089029,            0.018126,             0.75023,             0.64583,             0.59603,             0.38414,            0.020178,           0.0042641,            0.010138,            0.008647,            0.008647,            0.008647
                  43,            0.026793,           0.0087575,            0.016618,             0.70591,             0.61061,             0.57543,             0.39141,            0.019813,           0.0045234,            0.010226,            0.008614,            0.008614,            0.008614
                  44,            0.027183,           0.0086018,            0.016951,             0.77713,             0.63988,             0.60144,             0.39461,            0.024274,           0.0044356,           0.0091615,            0.008581,            0.008581,            0.008581
                  45,              0.0285,           0.0083429,            0.017097,             0.77611,             0.63622,             0.60705,             0.48563,            0.018173,           0.0043014,            0.010218,            0.008548,            0.008548,            0.008548
                  46,            0.027143,           0.0081221,            0.017399,             0.72184,             0.61017,             0.59931,             0.42131,            0.018807,           0.0041727,           0.0095485,            0.008515,            0.008515,            0.008515
                  47,            0.026907,           0.0078317,            0.016022,             0.79039,             0.64583,             0.60397,             0.43175,             0.02205,           0.0039127,           0.0094584,            0.008482,            0.008482,            0.008482
                  48,            0.025939,           0.0079338,            0.017637,             0.78156,             0.61171,             0.60371,             0.48581,            0.018365,           0.0040371,           0.0096648,            0.008449,            0.008449,            0.008449
                  49,            0.026153,            0.007998,            0.015412,             0.81097,             0.62431,             0.59784,              0.4464,            0.023258,            0.004184,            0.010016,            0.008416,            0.008416,            0.008416
                  50,            0.025454,           0.0075354,            0.015646,             0.77912,             0.64312,             0.59275,             0.47437,            0.017644,           0.0038775,           0.0093932,            0.008383,            0.008383,            0.008383
                  51,            0.026794,            0.007908,            0.015593,             0.82276,             0.63736,             0.60233,             0.47803,            0.015857,            0.003915,           0.0085002,             0.00835,             0.00835,             0.00835
                  52,             0.02638,           0.0079483,            0.015888,             0.81287,             0.59889,             0.60357,             0.48157,            0.018021,           0.0041351,           0.0088784,            0.008317,            0.008317,            0.008317
                  53,            0.026282,           0.0077426,            0.015552,             0.81174,             0.65375,             0.63332,             0.49286,            0.016293,           0.0038937,           0.0093236,            0.008284,            0.008284,            0.008284
                  54,             0.02543,            0.007831,            0.015872,             0.84034,             0.59158,             0.62757,             0.46698,            0.023362,            0.004036,           0.0098165,            0.008251,            0.008251,            0.008251
                  55,            0.024576,           0.0076439,            0.015742,             0.80775,             0.65705,             0.62481,             0.43311,            0.021034,           0.0037857,           0.0091949,            0.008218,            0.008218,            0.008218
                  56,             0.02507,           0.0075646,            0.016171,             0.83191,             0.63622,             0.62753,             0.45027,            0.017924,           0.0038344,            0.009295,            0.008185,            0.008185,            0.008185
                  57,             0.02411,           0.0076293,            0.014429,             0.80188,             0.60676,             0.59685,              0.4711,            0.021393,           0.0044366,            0.010027,            0.008152,            0.008152,            0.008152
                  58,            0.023766,           0.0068381,            0.014608,             0.81762,             0.63324,             0.61728,             0.44542,            0.023432,           0.0038423,           0.0096242,            0.008119,            0.008119,            0.008119
                  59,            0.024342,           0.0073664,            0.014653,             0.84531,             0.58562,             0.62823,             0.51785,            0.014144,           0.0036448,             0.00975,            0.008086,            0.008086,            0.008086
                  60,            0.023529,           0.0073466,             0.01458,             0.91401,             0.61014,             0.64434,             0.53072,             0.01984,           0.0034788,           0.0087607,            0.008053,            0.008053,            0.008053
                  61,            0.024168,           0.0069723,            0.014442,             0.80496,             0.61689,             0.63113,             0.51965,            0.017736,           0.0037199,           0.0089989,             0.00802,             0.00802,             0.00802
                  62,            0.023386,           0.0068754,            0.013346,             0.81687,             0.61538,             0.63203,             0.53871,            0.014404,           0.0035787,           0.0090075,            0.007987,            0.007987,            0.007987
                  63,            0.022582,           0.0066712,            0.014132,             0.82439,             0.66667,             0.62659,              0.4947,            0.017097,           0.0036632,           0.0085766,            0.007954,            0.007954,            0.007954
                  64,            0.022153,           0.0068086,            0.014388,              0.8178,             0.60204,             0.59116,             0.49858,            0.013621,           0.0037349,            0.010483,            0.007921,            0.007921,            0.007921
                  65,            0.022772,           0.0069961,            0.014552,             0.79862,             0.68669,             0.64548,             0.48104,            0.016822,           0.0035938,           0.0091621,            0.007888,            0.007888,            0.007888
                  66,            0.023336,            0.006765,            0.013639,             0.80902,             0.67598,             0.64283,             0.49657,            0.018953,           0.0036358,           0.0089235,            0.007855,            0.007855,            0.007855
                  67,            0.022279,           0.0071232,             0.01298,             0.85597,             0.60254,             0.63294,             0.53968,            0.014014,           0.0034648,           0.0083071,            0.007822,            0.007822,            0.007822
                  68,            0.023245,           0.0067375,            0.013007,             0.85143,             0.64117,             0.65212,             0.49651,            0.017481,           0.0035023,           0.0076282,            0.007789,            0.007789,            0.007789
                  69,            0.022467,           0.0069637,            0.015226,             0.83141,             0.65408,             0.64516,             0.53011,            0.017462,           0.0034211,            0.009578,            0.007756,            0.007756,            0.007756
                  70,            0.022054,           0.0066506,            0.013092,             0.83815,               0.625,             0.64636,             0.51442,             0.01645,           0.0035818,           0.0074014,            0.007723,            0.007723,            0.007723
                  71,            0.022008,           0.0066875,            0.013072,             0.87301,             0.61831,             0.65942,             0.53453,            0.014144,            0.003652,           0.0077518,             0.00769,             0.00769,             0.00769
                  72,            0.021609,           0.0065415,            0.011861,             0.89997,             0.61607,              0.6449,             0.56213,            0.012795,           0.0036557,           0.0079795,            0.007657,            0.007657,            0.007657
                  73,            0.021463,           0.0066528,            0.013044,             0.90825,             0.61538,             0.66114,             0.56324,            0.013923,           0.0033523,           0.0085087,            0.007624,            0.007624,            0.007624
                  74,            0.021145,           0.0062666,             0.01291,             0.81556,             0.66896,             0.64357,             0.54587,             0.01589,           0.0036459,           0.0088256,            0.007591,            0.007591,            0.007591
                  75,            0.020273,           0.0061552,            0.012744,             0.93281,             0.56777,             0.64758,             0.56449,            0.013314,           0.0035321,           0.0088763,            0.007558,            0.007558,            0.007558
                  76,            0.021229,           0.0067417,            0.013315,             0.89371,             0.57358,             0.64705,             0.56518,            0.012583,           0.0033875,           0.0086139,            0.007525,            0.007525,            0.007525
                  77,            0.022517,            0.006934,            0.012875,             0.87635,              0.5752,             0.63411,             0.55294,            0.012783,           0.0034353,            0.008358,            0.007492,            0.007492,            0.007492
                  78,            0.022088,           0.0067485,            0.012918,             0.86792,             0.63809,             0.66445,             0.54945,            0.014736,            0.003364,           0.0075678,            0.007459,            0.007459,            0.007459
                  79,            0.020447,           0.0061207,            0.011995,              0.9056,             0.64583,             0.67893,                0.53,            0.016637,           0.0032569,           0.0071133,            0.007426,            0.007426,            0.007426
                  80,            0.021874,           0.0066556,            0.011546,              0.8119,             0.63518,             0.68546,             0.53341,            0.015905,           0.0032445,            0.007557,            0.007393,            0.007393,            0.007393
                  81,            0.021697,           0.0065231,             0.01335,             0.81277,             0.65774,             0.63487,             0.52013,            0.015014,           0.0032975,           0.0078766,             0.00736,             0.00736,             0.00736
                  82,            0.021082,           0.0066582,            0.011074,             0.85308,             0.61834,               0.651,             0.54732,            0.013322,            0.003256,           0.0085306,            0.007327,            0.007327,            0.007327
                  83,            0.019853,           0.0060559,            0.010521,             0.88793,             0.62901,             0.66822,             0.53976,            0.015862,           0.0032552,           0.0080542,            0.007294,            0.007294,            0.007294
                  84,            0.020006,           0.0060677,            0.011622,             0.81577,             0.64583,             0.66074,             0.56299,            0.013432,           0.0030387,            0.008304,            0.007261,            0.007261,            0.007261
                  85,            0.020405,           0.0063898,            0.011059,             0.83629,             0.63622,             0.66355,             0.56597,            0.011907,           0.0030095,           0.0082137,            0.007228,            0.007228,            0.007228
                  86,            0.019856,           0.0060624,            0.011706,             0.81438,              0.6994,             0.64945,             0.51847,            0.013773,           0.0033301,           0.0067203,            0.007195,            0.007195,            0.007195
                  87,            0.020456,           0.0060845,            0.011365,             0.82089,             0.65063,             0.64307,             0.53533,            0.012696,           0.0032343,           0.0071988,            0.007162,            0.007162,            0.007162
                  88,            0.019289,           0.0062398,            0.011272,             0.85742,             0.66071,             0.67624,             0.57064,            0.011324,           0.0030513,           0.0067144,            0.007129,            0.007129,            0.007129
                  89,            0.020931,           0.0061828,            0.011211,             0.85965,             0.65774,             0.66834,             0.57238,            0.013378,           0.0032289,           0.0070867,            0.007096,            0.007096,            0.007096
                  90,            0.020014,           0.0061442,            0.012574,             0.80368,              0.6604,              0.5867,             0.50082,            0.013233,           0.0030921,           0.0093917,            0.007063,            0.007063,            0.007063
                  91,            0.020244,           0.0063473,            0.012153,             0.83768,             0.68252,             0.66093,             0.53852,            0.013653,           0.0032406,            0.007582,             0.00703,             0.00703,             0.00703
                  92,            0.019967,           0.0057916,            0.011007,             0.85376,             0.65262,             0.62928,             0.54566,            0.012491,           0.0030872,           0.0082777,            0.006997,            0.006997,            0.006997
                  93,            0.019491,           0.0062576,            0.011488,             0.89473,              0.6511,             0.65665,             0.55009,            0.014049,           0.0030122,           0.0074822,            0.006964,            0.006964,            0.006964
                  94,            0.019517,           0.0058705,            0.011383,             0.88496,              0.6511,             0.67616,             0.58345,            0.012514,            0.003033,           0.0077026,            0.006931,            0.006931,            0.006931
                  95,            0.018765,           0.0060514,            0.011181,             0.86109,             0.67145,             0.68527,              0.5839,            0.012328,           0.0029737,           0.0068421,            0.006898,            0.006898,            0.006898
                  96,             0.02001,           0.0059629,            0.010025,             0.88272,             0.64349,             0.66878,             0.56019,            0.013237,           0.0030409,            0.006919,            0.006865,            0.006865,            0.006865
                  97,            0.019791,           0.0059401,            0.011627,             0.86312,             0.67413,             0.68811,             0.59445,            0.012505,           0.0031222,           0.0065771,            0.006832,            0.006832,            0.006832
                  98,            0.019437,           0.0058921,            0.011117,             0.88659,             0.66369,             0.69187,             0.58301,            0.012245,           0.0029972,           0.0057837,            0.006799,            0.006799,            0.006799
                  99,            0.017886,           0.0055501,           0.0098182,             0.87359,             0.67223,             0.68752,               0.571,            0.013415,           0.0030509,           0.0052474,            0.006766,            0.006766,            0.006766
                 100,            0.019472,            0.006116,            0.010881,             0.86831,             0.68307,             0.66917,             0.57257,            0.012867,            0.003116,            0.005952,            0.006733,            0.006733,            0.006733
                 101,            0.018705,           0.0057935,            0.011097,              0.8844,             0.68074,             0.70694,             0.62404,            0.010627,           0.0031107,           0.0052071,              0.0067,              0.0067,              0.0067
                 102,             0.01827,           0.0059787,            0.010997,             0.86173,             0.66686,             0.66611,             0.58491,            0.011422,           0.0029252,           0.0063211,            0.006667,            0.006667,            0.006667
                 103,            0.017693,           0.0057566,           0.0099621,             0.89288,             0.66202,             0.68409,             0.57556,            0.013267,            0.002963,           0.0055842,            0.006634,            0.006634,            0.006634
                 104,            0.017741,            0.005382,           0.0099313,             0.86137,             0.65769,             0.67617,             0.57562,            0.011659,           0.0032624,           0.0054801,            0.006601,            0.006601,            0.006601
                 105,             0.01803,           0.0054239,            0.011037,             0.88311,             0.68071,               0.691,             0.60041,            0.012069,           0.0031127,            0.005484,            0.006568,            0.006568,            0.006568
                 106,            0.017495,           0.0054522,            0.011155,             0.79501,             0.63063,             0.59106,             0.51121,            0.012329,           0.0034114,            0.010649,            0.006535,            0.006535,            0.006535
                 107,            0.018453,           0.0057345,           0.0098215,              0.8568,             0.66883,             0.68362,             0.57516,            0.011341,           0.0031044,           0.0065231,            0.006502,            0.006502,            0.006502
                 108,            0.017564,           0.0061097,            0.011767,             0.89547,             0.63027,             0.67815,             0.58033,            0.011635,           0.0029964,           0.0068557,            0.006469,            0.006469,            0.006469
                 109,            0.018133,           0.0054852,            0.010569,             0.89042,             0.68186,             0.69185,             0.59407,            0.012137,            0.002878,           0.0052699,            0.006436,            0.006436,            0.006436
                 110,             0.01731,            0.005703,            0.011221,             0.86315,             0.66964,               0.672,             0.55354,             0.01121,           0.0028885,           0.0064391,            0.006403,            0.006403,            0.006403
                 111,            0.017819,           0.0056841,            0.010093,             0.87388,             0.66302,             0.68192,             0.58445,            0.012601,           0.0029042,           0.0066317,             0.00637,             0.00637,             0.00637
                 112,            0.018238,           0.0057795,            0.010726,             0.88297,              0.6467,             0.65785,             0.56066,            0.011619,           0.0028748,           0.0069275,            0.006337,            0.006337,            0.006337
                 113,            0.017796,           0.0054996,           0.0097466,             0.86652,             0.69755,             0.65931,              0.5801,            0.012544,           0.0029406,            0.006042,            0.006304,            0.006304,            0.006304
                 114,            0.017256,            0.005427,            0.010995,             0.88525,             0.66667,             0.67995,             0.61079,            0.010137,           0.0027836,           0.0058488,            0.006271,            0.006271,            0.006271
                 115,            0.017227,           0.0054959,           0.0098464,             0.88027,             0.63095,             0.66979,             0.59134,            0.011011,           0.0029155,           0.0060477,            0.006238,            0.006238,            0.006238
                 116,            0.017391,           0.0054882,           0.0099687,             0.88406,             0.65547,              0.6741,             0.56226,            0.011972,           0.0030059,           0.0055131,            0.006205,            0.006205,            0.006205
                 117,             0.01711,           0.0057187,            0.010044,             0.84982,             0.66215,             0.64412,              0.5788,            0.010527,           0.0029184,           0.0063723,            0.006172,            0.006172,            0.006172
                 118,            0.017514,           0.0057213,            0.010869,             0.79346,             0.64583,             0.64622,              0.5777,            0.011533,           0.0030026,           0.0067028,            0.006139,            0.006139,            0.006139
                 119,            0.017475,           0.0056419,            0.010663,             0.88133,             0.66369,             0.68379,             0.58571,            0.011086,            0.002893,            0.005935,            0.006106,            0.006106,            0.006106
                 120,            0.017085,           0.0055859,            0.010317,             0.91705,             0.68452,             0.68635,             0.60003,            0.010928,           0.0028822,           0.0055467,            0.006073,            0.006073,            0.006073
                 121,            0.018082,           0.0054563,           0.0092705,             0.90954,             0.64776,             0.68667,             0.60249,            0.011163,           0.0028175,           0.0064355,             0.00604,             0.00604,             0.00604
                 122,            0.016408,            0.005602,           0.0095904,             0.93113,              0.6187,             0.68092,             0.59427,            0.011773,           0.0027993,           0.0057553,            0.006007,            0.006007,            0.006007
                 123,            0.016651,            0.005529,           0.0096291,             0.94265,             0.60417,                0.67,             0.60156,            0.010554,           0.0027039,           0.0060316,            0.005974,            0.005974,            0.005974
                 124,             0.01781,           0.0053231,           0.0097189,              0.8512,               0.677,             0.66831,             0.58505,            0.011221,           0.0027995,           0.0064861,            0.005941,            0.005941,            0.005941
                 125,            0.017277,           0.0057417,            0.010259,             0.88257,             0.66557,             0.68517,             0.58609,            0.011765,           0.0029236,           0.0056651,            0.005908,            0.005908,            0.005908
                 126,            0.017077,           0.0052582,           0.0088307,             0.88225,             0.68156,             0.68607,             0.57265,            0.010911,           0.0028983,           0.0053492,            0.005875,            0.005875,            0.005875
                 127,            0.017465,           0.0052164,           0.0094133,             0.80958,             0.71639,             0.66872,             0.60307,            0.011473,           0.0031082,           0.0066635,            0.005842,            0.005842,            0.005842
                 128,            0.016668,           0.0054353,           0.0096578,             0.86963,               0.625,             0.65132,             0.58165,            0.010508,           0.0028946,           0.0067292,            0.005809,            0.005809,            0.005809
                 129,             0.01687,           0.0054886,            0.009335,             0.88028,             0.65809,              0.6892,             0.60299,            0.010783,           0.0028858,           0.0051553,            0.005776,            0.005776,            0.005776
                 130,            0.016477,           0.0054349,           0.0083123,              0.8641,              0.6916,             0.66631,             0.60128,           0.0096042,           0.0027277,           0.0061401,            0.005743,            0.005743,            0.005743
                 131,              0.0165,           0.0053963,             0.01025,             0.87149,             0.68155,             0.67926,             0.58791,            0.010738,           0.0027799,           0.0051937,             0.00571,             0.00571,             0.00571
                 132,            0.016745,            0.005494,           0.0089982,             0.85526,              0.6756,             0.67011,             0.56426,            0.010407,           0.0027363,           0.0061537,            0.005677,            0.005677,            0.005677
                 133,            0.016748,           0.0054062,            0.009553,             0.85189,             0.69345,             0.62417,             0.53608,             0.01111,           0.0028339,           0.0078389,            0.005644,            0.005644,            0.005644
                 134,            0.015716,           0.0052486,            0.010871,             0.84599,             0.68298,             0.68189,             0.58926,            0.011929,           0.0027406,           0.0057577,            0.005611,            0.005611,            0.005611
                 135,            0.015857,           0.0052909,           0.0094726,             0.84003,             0.67485,             0.64213,              0.5606,            0.010284,            0.002737,           0.0081321,            0.005578,            0.005578,            0.005578
                 136,            0.015859,           0.0049968,           0.0075867,             0.85649,             0.63951,             0.67348,             0.59535,             0.01003,            0.002711,           0.0054712,            0.005545,            0.005545,            0.005545
                 137,            0.017232,           0.0053972,            0.010503,             0.84932,             0.68307,             0.69069,             0.60666,            0.010347,           0.0028017,           0.0054438,            0.005512,            0.005512,            0.005512
                 138,            0.015357,           0.0051655,           0.0093866,             0.86091,              0.6994,             0.69152,             0.62055,           0.0098738,           0.0027959,            0.005245,            0.005479,            0.005479,            0.005479
                 139,            0.015182,           0.0052404,           0.0080736,             0.86315,             0.64955,             0.68116,             0.60384,            0.010198,           0.0027003,           0.0057895,            0.005446,            0.005446,            0.005446
                 140,            0.015041,           0.0052001,           0.0095259,             0.88258,             0.70134,             0.70244,             0.63245,           0.0099131,           0.0026449,           0.0045229,            0.005413,            0.005413,            0.005413
                 141,              0.0155,           0.0051864,           0.0099519,             0.89466,             0.69803,             0.68191,             0.61163,            0.010038,            0.002715,           0.0050435,             0.00538,             0.00538,             0.00538
                 142,            0.015079,           0.0052626,           0.0081135,             0.90653,             0.66913,             0.66119,             0.59777,           0.0095368,           0.0026866,           0.0067054,            0.005347,            0.005347,            0.005347
                 143,            0.015534,           0.0052169,            0.009026,             0.90915,             0.66119,             0.68015,             0.60077,            0.010234,           0.0027045,           0.0059309,            0.005314,            0.005314,            0.005314
                 144,            0.015182,           0.0049929,           0.0083737,             0.87571,             0.69888,             0.67781,             0.60328,           0.0091325,           0.0027293,           0.0051191,            0.005281,            0.005281,            0.005281
                 145,            0.015857,           0.0049156,           0.0078413,             0.92309,             0.65588,             0.68651,             0.59764,            0.010579,           0.0026016,           0.0051522,            0.005248,            0.005248,            0.005248
                 146,            0.014953,            0.004882,           0.0096438,             0.89206,              0.6978,             0.69157,             0.61326,             0.00959,           0.0025112,           0.0053094,            0.005215,            0.005215,            0.005215
                 147,            0.014849,           0.0050694,            0.008718,             0.86898,              0.6613,             0.67678,              0.6115,           0.0096041,           0.0025546,           0.0063788,            0.005182,            0.005182,            0.005182
                 148,             0.01508,           0.0049876,           0.0085507,             0.88874,             0.67469,              0.6948,              0.6116,           0.0098274,           0.0025441,           0.0046116,            0.005149,            0.005149,            0.005149
                 149,            0.015756,           0.0050622,           0.0081432,             0.86926,             0.66242,             0.68173,             0.61574,            0.009935,           0.0026514,           0.0061071,            0.005116,            0.005116,            0.005116
                 150,            0.015396,            0.005145,           0.0089616,             0.87668,              0.6731,             0.68969,             0.61645,           0.0090017,           0.0026264,           0.0054865,            0.005083,            0.005083,            0.005083
                 151,            0.014947,           0.0053665,           0.0087367,             0.94483,              0.6488,             0.70377,             0.63433,           0.0095329,           0.0026033,           0.0042077,             0.00505,             0.00505,             0.00505
                 152,            0.015469,           0.0053435,           0.0095183,             0.92854,             0.63988,             0.69852,              0.6218,           0.0099573,           0.0027597,           0.0045413,            0.005017,            0.005017,            0.005017
                 153,            0.015715,           0.0050152,           0.0083247,             0.95857,              0.6774,             0.69983,             0.61775,           0.0096154,           0.0026197,           0.0048967,            0.004984,            0.004984,            0.004984
                 154,            0.014372,            0.004749,           0.0082589,             0.88481,             0.69643,             0.69555,             0.62383,           0.0094633,           0.0025285,           0.0049661,            0.004951,            0.004951,            0.004951
                 155,            0.014651,           0.0049331,           0.0087052,             0.96976,             0.67789,             0.71243,             0.64249,           0.0092265,            0.002518,           0.0042999,            0.004918,            0.004918,            0.004918
                 156,            0.015022,           0.0050028,            0.007819,             0.89232,             0.62874,             0.64163,             0.57358,            0.010178,            0.002636,           0.0081076,            0.004885,            0.004885,            0.004885
                 157,            0.015556,           0.0053035,           0.0088023,             0.89186,             0.63249,             0.65977,             0.58643,           0.0094631,           0.0028104,           0.0072872,            0.004852,            0.004852,            0.004852
                 158,            0.015074,             0.00505,           0.0091786,             0.97927,             0.64438,              0.6965,              0.6314,           0.0093858,           0.0026238,           0.0049131,            0.004819,            0.004819,            0.004819
                 159,            0.013885,           0.0048148,           0.0075578,             0.87839,             0.67264,              0.6856,             0.61795,           0.0093589,           0.0026281,           0.0074531,            0.004786,            0.004786,            0.004786
                 160,            0.014097,           0.0045827,             0.01002,             0.91272,             0.65316,             0.67319,              0.5983,            0.010682,           0.0025991,           0.0068677,            0.004753,            0.004753,            0.004753
                 161,            0.014624,           0.0049935,           0.0098237,             0.87069,             0.69724,             0.69649,              0.6391,           0.0087084,           0.0025991,           0.0048706,             0.00472,             0.00472,             0.00472
