                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.67197,                0.98299,                  1.007,                0.85126,                0.49336,                0.54693,                0.48841,                0.50751,                0.73877,                0.88633,              0.0011056,              0.0011056,              0.0011056
                     38,                0.68365,                0.98237,                 1.0289,                0.85502,                0.51122,                 0.5527,                0.47649,                0.55341,                0.73754,                0.92563,              0.0011015,              0.0011015,              0.0011015
                     39,                0.67903,                0.99544,                 1.0282,                0.70812,                 0.4984,                0.52284,                0.45903,                0.48672,                0.87485,                 0.8786,              0.0010974,              0.0010974,              0.0010974
                     40,                0.65918,                0.95078,                 1.0156,                0.70223,                0.53205,                0.53435,                0.47406,                0.51593,                0.81952,                0.89919,              0.0010933,              0.0010933,              0.0010933
                     41,                0.65668,                0.94034,                0.99562,                0.78887,                0.51122,                0.53572,                 0.4904,                 0.4642,                0.68897,                0.87508,              0.0010891,              0.0010891,              0.0010891
                     42,                0.70447,                0.98108,                 1.0239,                0.59306,                0.63622,                 0.5544,                 0.5001,                 0.4789,                0.79032,                0.86463,               0.001085,               0.001085,               0.001085
                     43,                0.67972,                0.95241,                 1.0248,                0.68674,                0.57372,                0.54967,                0.47956,                0.53023,                0.67361,                0.91412,              0.0010809,              0.0010809,              0.0010809
                     44,                0.64319,                0.89959,                 1.0056,                0.71942,                0.55363,                 0.5573,                0.50775,                0.50611,                0.96061,                0.87784,              0.0010768,              0.0010768,              0.0010768
                     45,                 0.6342,                0.87524,                 1.0014,                0.66007,                0.63622,                 0.5347,                0.46968,                0.57762,                0.68296,                0.90235,              0.0010726,              0.0010726,              0.0010726
                     46,                0.66301,                0.90859,                 1.0075,                0.66968,                0.60276,                0.52918,                 0.4708,                0.49256,                0.83178,                0.85766,              0.0010685,              0.0010685,              0.0010685
                     47,                0.63151,                0.89793,                0.99755,                0.70898,                 0.5625,                0.56722,                0.50836,                0.48678,                0.68191,                0.87605,              0.0010644,              0.0010644,              0.0010644
                     48,                0.61644,                0.89362,                 1.0011,                0.67073,                0.59961,                0.57197,                0.52267,                0.45602,                  0.656,                 0.8567,              0.0010603,              0.0010603,              0.0010603
                     49,                0.61669,                0.84659,                 1.0015,                0.77535,                0.56018,                0.58364,                0.53005,                0.44933,                0.78739,                0.85773,              0.0010561,              0.0010561,              0.0010561
                     50,                0.66006,                0.90727,                 1.0297,                0.75678,                0.63622,                0.59763,                0.54523,                0.46252,                0.65138,                0.85936,               0.001052,               0.001052,               0.001052
                     51,                0.65723,                0.88588,                 1.0045,                0.77885,                0.56736,                0.58432,                0.53086,                0.45557,                0.65353,                0.85972,              0.0010479,              0.0010479,              0.0010479
                     52,                 0.6403,                0.85447,                 1.0055,                0.77612,                0.57074,                0.56575,                0.50584,                0.50174,                0.65164,                0.86805,              0.0010438,              0.0010438,              0.0010438
                     53,                0.62225,                0.87832,                0.98439,                0.66431,                0.65705,                0.58898,                0.52832,                0.46775,                0.69823,                0.85127,              0.0010396,              0.0010396,              0.0010396
                     54,                0.63846,                0.86002,                 0.9974,                0.75509,                0.61347,                0.59306,                0.53142,                0.43965,                0.69646,                0.83835,              0.0010355,              0.0010355,              0.0010355
                     55,                  0.608,                0.86857,                0.98536,                0.75952,                0.59455,                0.57686,                0.53274,                0.42696,                0.68262,                0.84668,              0.0010314,              0.0010314,              0.0010314
                     56,                0.61921,                0.86232,                0.99463,                0.70115,                0.61538,                0.55896,                 0.5083,                0.44689,                0.67544,                0.86225,              0.0010273,              0.0010273,              0.0010273
                     57,                0.61599,                0.82094,                0.98386,                0.80761,                0.60854,                0.61651,                0.55703,                 0.5022,                0.65535,                0.86521,              0.0010231,              0.0010231,              0.0010231
                     58,                0.59756,                0.80979,                0.97744,                0.75746,                 0.6189,                0.60738,                0.54831,                0.47099,                0.66051,                0.84846,               0.001019,               0.001019,               0.001019
                     59,                 0.6069,                0.82629,                0.97752,                0.82211,                0.56776,                0.59088,                0.53345,                0.46431,                0.68678,                0.85456,              0.0010149,              0.0010149,              0.0010149
                     60,                0.60618,                0.81261,                0.98526,                 0.7127,                0.58219,                0.56729,                0.51145,                0.47335,                0.61669,                0.86186,              0.0010107,              0.0010107,              0.0010107
                     61,                0.58921,                0.81204,                0.97368,                0.75509,                0.54693,                0.56635,                0.52433,                0.42876,                0.65617,                0.83687,              0.0010066,              0.0010066,              0.0010066
                     62,                0.62402,                 0.8503,                0.97909,                0.74177,                0.69298,                0.59873,                0.53277,                0.48767,                0.63234,                0.85963,              0.0010025,              0.0010025,              0.0010025
                     63,                0.60331,                0.84878,                0.98373,                0.76789,                0.59246,                0.58394,                0.53674,                0.41112,                0.67084,                0.83367,             0.00099837,             0.00099837,             0.00099837
                     64,                0.60548,                0.85741,                0.99121,                0.75301,                0.58886,                0.59851,                0.53432,                0.53775,                0.66389,                0.87554,             0.00099425,             0.00099425,             0.00099425
                     65,                0.61895,                0.82864,                 0.9938,                0.73256,                0.59297,                0.57074,                0.50423,                0.46748,                0.63866,                0.86299,             0.00099013,             0.00099013,             0.00099013
                     66,                0.63978,                0.83187,                 0.9976,                0.74581,                0.59455,                0.60166,                 0.5423,                0.46907,                0.57685,                0.85594,               0.000986,               0.000986,               0.000986
                     67,                0.60728,                0.83043,                0.96826,                0.76461,                0.54396,                0.58001,                0.52048,                0.46093,                0.64308,                0.87453,             0.00098187,             0.00098187,             0.00098187
                     68,                 0.6031,                0.81156,                 0.9781,                0.76411,                 0.5472,                0.55699,                 0.5149,                0.42431,                0.61526,                0.83909,             0.00097775,             0.00097775,             0.00097775
                     69,                0.58776,                0.79036,                 0.9716,                0.74097,                0.57738,                0.61298,                0.55611,                 0.4614,                0.61775,                0.83375,             0.00097362,             0.00097362,             0.00097362
                     70,                0.58635,                0.80913,                0.97095,                0.78283,                0.54258,                0.58111,                0.52741,                 0.4634,                0.66827,                0.84725,              0.0009695,              0.0009695,              0.0009695
                     71,                0.58981,                0.82048,                0.97019,                0.75579,                0.65671,                0.58755,                0.53702,                0.43848,                0.63929,                0.83936,             0.00096537,             0.00096537,             0.00096537
                     72,                0.57566,                 0.7817,                0.96206,                0.73471,                0.63273,                0.58841,                 0.5369,                0.44574,                 0.6109,                0.83435,             0.00096125,             0.00096125,             0.00096125
                     73,                0.58125,                0.80826,                0.96454,                0.74843,                0.65028,                 0.5859,                0.53677,                0.43729,                0.62002,                0.83885,             0.00095712,             0.00095712,             0.00095712
                     74,                0.59534,                0.78659,                0.98425,                0.73848,                 0.6339,                0.59057,                0.54068,                0.43582,                 0.6027,                0.83794,               0.000953,               0.000953,               0.000953
                     75,                0.58147,                0.76549,                0.96585,                0.75177,                0.64998,                0.60897,                0.55004,                0.48946,                0.58613,                0.86828,             0.00094887,             0.00094887,             0.00094887
                     76,                0.59252,                0.75984,                0.97306,                0.76114,                0.62401,                0.60855,                0.54346,                0.46377,                 0.6524,                0.85849,             0.00094475,             0.00094475,             0.00094475
                     77,                0.56279,                0.78056,                0.95538,                0.75517,                 0.6469,                0.61693,                0.55399,                0.44927,                 0.6418,                0.84484,             0.00094062,             0.00094062,             0.00094062
                     78,                0.56203,                0.75766,                0.96194,                0.73445,                0.61538,                0.61877,                0.56845,                0.44888,                0.59264,                0.84326,              0.0009365,              0.0009365,              0.0009365
                     79,                0.57543,                0.75935,                0.96258,                0.92438,                0.50824,                0.60975,                0.55119,                0.41739,                0.60511,                 0.8322,             0.00093238,             0.00093238,             0.00093238
                     80,                0.56937,                0.74145,                0.96127,                0.76443,                0.63324,                0.59233,                0.53357,                0.45669,                0.57291,                 0.8483,             0.00092825,             0.00092825,             0.00092825
                     81,                0.56561,                0.75208,                  0.954,                 0.7764,                0.61721,                0.61011,                0.55637,                0.41555,                0.59725,                0.83051,             0.00092413,             0.00092413,             0.00092413
                     82,                0.59436,                0.74419,                0.97037,                0.77226,                0.65705,                0.63693,                0.58199,                0.42503,                0.55417,                0.82079,                0.00092,                0.00092,                0.00092
                     83,                0.57529,                0.75861,                0.95841,                0.77244,                0.65705,                0.61806,                0.56403,                0.43521,                0.62128,                0.82545,             0.00091588,             0.00091588,             0.00091588
                     84,                0.57739,                0.74053,                0.95376,                0.77443,                  0.668,                0.62967,                0.57268,                0.43542,                0.55673,                0.82095,             0.00091175,             0.00091175,             0.00091175
                     85,                0.54985,                0.70181,                0.94803,                0.70824,                0.68571,                0.60556,                0.54916,                0.42964,                0.54436,                0.82811,             0.00090763,             0.00090763,             0.00090763
                     86,                0.55083,                0.77179,                0.95714,                0.79793,                0.69872,                0.64017,                0.58791,                0.41883,                0.58036,                0.83156,              0.0009035,              0.0009035,              0.0009035
                     87,                0.60676,                0.78077,                0.97678,                0.75267,                0.67561,                0.64365,                0.58674,                0.44844,                0.58944,                0.83592,             0.00089938,             0.00089938,             0.00089938
                     88,                0.57272,                0.74285,                0.96636,                0.76281,                0.61538,                 0.6153,                0.56939,                0.38244,                0.62594,                0.82319,             0.00089525,             0.00089525,             0.00089525
                     89,                0.55079,                0.73074,                0.94574,                0.75805,                 0.6804,                0.67753,                0.61766,                0.40344,                0.50665,                0.83508,             0.00089112,             0.00089112,             0.00089112
                     90,                0.57024,                0.72987,                0.95519,                0.79626,                0.66584,                0.63611,                0.58099,                0.46207,                0.54309,                  0.852,               0.000887,               0.000887,               0.000887
                     91,                0.57565,                 0.7434,                0.96537,                0.81227,                0.61241,                0.61694,                0.56775,                0.43298,                0.58937,                0.82549,             0.00088288,             0.00088288,             0.00088288
                     92,                0.56162,                0.70097,                0.95883,                0.83834,                0.64513,                0.66159,                0.60075,                0.44388,                0.54631,                0.82233,             0.00087875,             0.00087875,             0.00087875
                     93,                0.56254,                0.70172,                0.95256,                0.82987,                0.65872,                0.66614,                0.61362,                0.41324,                0.54034,                  0.822,             0.00087462,             0.00087462,             0.00087462
                     94,                0.54172,                0.71066,                0.94469,                0.78563,                0.61538,                0.64572,                0.59671,                0.37237,                0.55119,                0.81738,              0.0008705,              0.0008705,              0.0008705
                     95,                0.56137,                0.71631,                 0.9557,                0.74764,                0.67628,                0.59601,                0.53969,                0.46505,                0.57746,                0.83683,             0.00086637,             0.00086637,             0.00086637
                     96,                0.55246,                 0.6997,                 0.9472,                 0.7881,                0.64197,                0.62812,                0.56956,                0.40981,                0.50562,                0.81703,             0.00086225,             0.00086225,             0.00086225
                     97,                0.54851,                0.68563,                0.94971,                0.84122,                0.63919,                0.63222,                0.58509,                0.37911,                0.49244,                  0.814,             0.00085813,             0.00085813,             0.00085813
                     98,                0.53157,                0.69731,                0.95528,                0.49928,                0.65705,                0.61245,                0.55706,                 0.4009,                 0.5406,                0.81993,               0.000854,               0.000854,               0.000854
                     99,                0.54563,                0.70519,                0.95587,                0.82492,                0.63622,                0.64719,                0.59416,                0.40205,                0.50462,                0.82023,             0.00084988,             0.00084988,             0.00084988
                    100,                0.52988,                 0.6754,                0.94155,                0.79157,                0.65705,                0.61931,                0.56581,                0.41365,                0.52347,                0.82504,             0.00084575,             0.00084575,             0.00084575
                    101,                0.54477,                0.70013,                0.95092,                0.76967,                0.66598,                0.62262,                0.58218,                0.40729,                0.53323,                0.82255,             0.00084162,             0.00084162,             0.00084162
                    102,                  0.538,                0.72408,                0.93633,                0.49228,                0.67788,                 0.6166,                 0.5629,                0.42494,                0.56671,                0.82963,              0.0008375,              0.0008375,              0.0008375
                    103,                0.54831,                0.71237,                0.95349,                0.50521,                0.65028,                0.64814,                0.60155,                0.38341,                 0.5116,                0.81614,             0.00083337,             0.00083337,             0.00083337
                    104,                0.55474,                0.73112,                0.94779,                0.50931,                0.68147,                 0.6393,                0.58234,                0.43823,                0.51142,                 0.8304,             0.00082925,             0.00082925,             0.00082925
                    105,                0.55593,                0.70029,                 0.9465,                0.80485,                0.69042,                0.61573,                0.56756,                 0.4255,                0.55412,                0.83369,             0.00082513,             0.00082513,             0.00082513
                    106,                0.55484,                 0.6942,                 0.9527,                0.83325,                0.61067,                0.61143,                0.56707,                  0.419,                0.56961,                0.82806,               0.000821,               0.000821,               0.000821
                    107,                0.55603,                0.67534,                0.94135,                0.48859,                0.65705,                 0.6202,                0.56737,                0.41772,                0.52557,                0.81518,             0.00081688,             0.00081688,             0.00081688
                    108,                0.53061,                0.69821,                0.94321,                0.78028,                0.66921,                0.60929,                 0.5657,                0.38469,                0.50879,                0.80351,             0.00081275,             0.00081275,             0.00081275
                    109,                0.53802,                0.67878,                 0.9446,                0.80775,                0.63324,                0.63986,                0.58478,                0.43138,                0.50575,                0.82762,             0.00080863,             0.00080863,             0.00080863
                    110,                0.54072,                0.67507,                0.94023,                0.83345,                0.64338,                0.63543,                0.58399,                0.44068,                0.51548,                0.83668,              0.0008045,              0.0008045,              0.0008045
                    111,                0.53636,                0.69288,                0.93354,                0.54015,                0.66874,                 0.6147,                0.56779,                0.39348,                0.53242,                0.81483,             0.00080038,             0.00080038,             0.00080038
                    112,                0.52112,                0.68353,                0.93694,                0.79981,                0.67373,                0.64324,                0.59177,                0.38799,                0.51184,                0.81111,             0.00079625,             0.00079625,             0.00079625
                    113,                0.52903,                0.66496,                0.94225,                0.76377,                0.63785,                0.62936,                0.58645,                0.37139,                0.49489,                0.80413,             0.00079213,             0.00079213,             0.00079213
                    114,                0.55999,                0.70281,                0.94738,                0.77527,                0.67788,                0.67395,                0.61666,                 0.3806,                  0.472,                0.81333,               0.000788,               0.000788,               0.000788
                    115,                0.52092,                0.66473,                0.93075,                0.78277,                0.65134,                0.61792,                0.58361,                0.37634,                0.52014,                 0.8134,             0.00078387,             0.00078387,             0.00078387
                    116,                0.52242,                0.70357,                0.93369,                0.78088,                0.63791,                0.63417,                 0.5816,                0.41793,                0.53819,                0.83087,             0.00077975,             0.00077975,             0.00077975
                    117,                0.50659,                0.67116,                 0.9308,                0.77142,                0.61599,                0.63946,                0.59477,                0.40668,                0.54453,                 0.8163,             0.00077563,             0.00077563,             0.00077563
                    118,                0.53793,                0.68717,                0.92055,                0.84992,                0.64294,                0.65353,                0.60167,                0.40169,                0.47925,                0.81653,              0.0007715,              0.0007715,              0.0007715
                    119,                0.53106,                0.65378,                0.93272,                0.79856,                0.64217,                0.63774,                0.59384,                0.35734,                 0.5028,                 0.7945,             0.00076738,             0.00076738,             0.00076738
                    120,                0.53133,                0.64028,                0.94631,                0.83722,                0.63622,                0.67149,                0.62326,                0.39357,                  0.503,                0.80775,             0.00076325,             0.00076325,             0.00076325
                    121,                0.52732,                0.65978,                0.94585,                0.82623,                0.64217,                0.70307,                 0.6386,                0.39539,                0.46603,                0.81479,             0.00075912,             0.00075912,             0.00075912
                    122,                0.50263,                0.63596,                0.92722,                0.51439,                0.65408,                0.61668,                0.56826,                0.38251,                0.49819,                0.81149,               0.000755,               0.000755,               0.000755
                    123,                 0.5453,                0.67053,                0.94484,                0.78057,                0.59567,                0.62225,                0.57819,                0.40368,                0.55299,                0.82916,             0.00075088,             0.00075088,             0.00075088
                    124,                0.52388,                0.65087,                0.93832,                0.76959,                0.64305,                0.63974,                0.58774,                0.36637,                0.48649,                0.80054,             0.00074675,             0.00074675,             0.00074675
                    125,                0.50542,                0.63497,                 0.9279,                0.52089,                0.60739,                0.62307,                 0.5782,                0.38989,                0.49879,                0.80958,             0.00074263,             0.00074263,             0.00074263
                    126,                0.53921,                0.64797,                0.93635,                0.82428,                0.62431,                0.65907,                0.60787,                0.42789,                0.49882,                0.82773,              0.0007385,              0.0007385,              0.0007385
                    127,                0.51872,                 0.6308,                0.93717,                0.77888,                0.64286,                0.63017,                0.58248,                0.40904,                0.50733,                0.81811,             0.00073437,             0.00073437,             0.00073437
                    128,                0.50468,                0.63609,                0.92553,                0.76986,                0.59665,                  0.618,                0.56829,                0.40623,                0.55351,                0.81634,             0.00073025,             0.00073025,             0.00073025
                    129,                0.51934,                0.63668,                0.91807,                0.47733,                0.71955,                0.68586,                0.62751,                0.39301,                0.47631,                0.81388,             0.00072612,             0.00072612,             0.00072612
                    130,                0.50023,                0.64341,                0.92846,                0.53418,                0.61241,                 0.6408,                0.59142,                0.39333,                0.51436,                0.81623,               0.000722,               0.000722,               0.000722
                    131,                0.48516,                0.62502,                0.91425,                0.56034,                0.60943,                0.64095,                0.60953,                0.34106,                0.47122,                0.79531,             0.00071788,             0.00071788,             0.00071788
                    132,                 0.5246,                0.65769,                0.93588,                0.82532,                0.57365,                0.60795,                0.56576,                0.36611,                0.53043,                0.80577,             0.00071375,             0.00071375,             0.00071375
                    133,                0.52078,                 0.6724,                0.93225,                0.84449,                0.57917,                0.64722,                0.59336,                0.39067,                0.48379,                 0.8088,             0.00070962,             0.00070962,             0.00070962
                    134,                0.53213,                 0.6528,                 0.9385,                0.85036,                 0.6027,                0.65729,                0.60598,                0.39138,                0.44411,                0.81181,              0.0007055,              0.0007055,              0.0007055
                    135,                0.52908,                0.65725,                0.93698,                 0.8161,                0.61241,                0.63403,                 0.5805,                0.39818,                0.51404,                0.81716,             0.00070137,             0.00070137,             0.00070137
                    136,                0.50262,                0.63036,                0.93082,                0.58863,                0.64232,                0.63972,                0.59637,                0.35856,                0.44901,                0.80683,             0.00069725,             0.00069725,             0.00069725
                    137,                0.52029,                 0.6501,                0.93018,                 0.6016,                 0.6554,                0.65963,                0.60251,                0.38665,                0.46485,                0.82001,             0.00069313,             0.00069313,             0.00069313
                    138,                0.51016,                0.64995,                 0.9342,                0.83274,                0.64624,                0.63009,                 0.5861,                0.38623,                0.47448,                0.81197,               0.000689,               0.000689,               0.000689
                    139,                0.52057,                0.60653,                0.94805,                 0.5574,                0.63524,                0.64262,                 0.5963,                 0.3862,                 0.5039,                0.80985,             0.00068488,             0.00068488,             0.00068488
                    140,                0.50797,                0.62883,                 0.9287,                 0.5781,                 0.6511,                0.65278,                0.61662,                 0.3462,                0.45596,                0.79593,             0.00068075,             0.00068075,             0.00068075
                    141,                0.50586,                0.63063,                0.93186,                0.55227,                0.65277,                0.64732,                0.60937,                0.36074,                0.46293,                0.80813,             0.00067663,             0.00067663,             0.00067663
                    142,                0.50496,                0.60748,                0.93205,                0.82008,                0.66479,                 0.6517,                0.61868,                 0.3726,                0.45017,                0.80328,              0.0006725,              0.0006725,              0.0006725
                    143,                0.51363,                0.65508,                 0.9214,                0.53556,                0.64861,                0.65178,                0.60684,                0.35665,                0.45382,                0.79426,             0.00066838,             0.00066838,             0.00066838
                    144,                 0.4832,                0.61825,                0.91521,                0.55847,                0.57641,                 0.6144,                0.56714,                0.39383,                0.54063,                0.80746,             0.00066425,             0.00066425,             0.00066425
                    145,                0.53358,                0.66741,                0.95863,                0.82938,                0.59907,                 0.6486,                0.59703,                0.37366,                0.49027,                0.80135,             0.00066013,             0.00066013,             0.00066013
                    146,                0.50545,                 0.6401,                0.92407,                0.53092,                0.60787,                 0.6193,                0.57875,                0.36856,                0.49439,                 0.8058,               0.000656,               0.000656,               0.000656
                    147,                0.49388,                 0.6025,                0.90746,                0.57004,                0.62555,                0.62245,                0.58462,                0.38201,                 0.5257,                0.80791,             0.00065188,             0.00065188,             0.00065188
                    148,                0.49875,                0.64284,                0.92132,                0.64284,                0.58893,                0.65344,                0.60824,                0.41487,                0.51369,                0.81018,             0.00064775,             0.00064775,             0.00064775
                    149,                0.49499,                0.62275,                0.91627,                0.60798,                 0.6511,                0.65298,                0.60235,                0.36582,                0.46947,                0.79708,             0.00064362,             0.00064362,             0.00064362
                    150,                0.48977,                0.61359,                 0.9174,                0.61144,                0.63366,                0.65099,                0.61069,                0.36632,                0.45276,                0.79602,              0.0006395,              0.0006395,              0.0006395
                    151,                0.50648,                0.63363,                0.92125,                0.54197,                0.65271,                0.63763,                0.59095,                0.37729,                0.46463,                0.80056,             0.00063538,             0.00063538,             0.00063538
                    152,                0.49731,                0.60942,                0.93258,                  0.578,                 0.6103,                0.63219,                0.59648,                0.36819,                0.50343,                 0.8072,             0.00063125,             0.00063125,             0.00063125
                    153,                0.48912,                0.61736,                0.91563,                0.59088,                0.63393,                 0.6691,                 0.6221,                0.36266,                 0.4603,                0.79765,             0.00062713,             0.00062713,             0.00062713
                    154,                0.48546,                0.57609,                0.91434,                0.87788,                0.63951,                0.66399,                 0.6273,                0.35557,                0.45322,                0.79126,               0.000623,               0.000623,               0.000623
                    155,                 0.4915,                0.59932,                0.92782,                0.56232,                0.67788,                0.64557,                0.61156,                0.35627,                0.46577,                 0.7919,             0.00061887,             0.00061887,             0.00061887
                    156,                0.51238,                0.63024,                0.92575,                0.56128,                0.67469,                0.64269,                0.60703,                0.37944,                0.44576,                0.80778,             0.00061475,             0.00061475,             0.00061475
                    157,                0.51684,                0.59681,                0.93153,                0.59177,                0.60695,                0.63319,                0.58842,                0.37079,                0.45718,                0.79673,             0.00061062,             0.00061062,             0.00061062
                    158,                0.48667,                0.62206,                 0.9177,                0.53431,                0.66667,                0.65858,                0.61734,                0.36087,                0.43197,                0.79272,              0.0006065,              0.0006065,              0.0006065
                    159,                0.49553,                0.64427,                0.92827,                0.60034,                0.64286,                0.69252,                0.63349,                0.39036,                0.45226,                0.81019,             0.00060238,             0.00060238,             0.00060238
